#Date_Time;Ladestromo;MaxLadestromo;MinLadestromo
25.07.2023 16:43:46;8,293040293;8,293040293;4,9230769231
25.07.2023 16:43:48;9,3577533578;9,4065934066;4,9230769231
25.07.2023 16:43:50;9,8754578755;9,8998778999;4,9230769231
25.07.2023 16:43:52;9,4993894994;9,8998778999;4,9230769231
