#Date_Time;LadeSpannung;MaxLadeSpannung;MinLadeSpannung;LadeStrom;MaxLadeStrom;MinLadeStrom
24.07.2023 17:40:37;4,0586080586;9,9194139194;0,0781440781;3,6385836386;9,9145299145;0,0781440781
24.07.2023 17:40:37;3,4578754579;9,9194139194;0,0781440781;3,0915750916;9,9145299145;0,0781440781
24.07.2023 17:40:38;3,2625152625;9,9194139194;0,0781440781;2,8962148962;9,9145299145;0,0781440781
24.07.2023 17:40:39;2,8034188034;9,9194139194;0,0781440781;2,5299145299;9,9145299145;0,0781440781
24.07.2023 17:40:39;2,3882783883;9,9194139194;0,0781440781;2,0415140415;9,9145299145;0,0781440781
24.07.2023 17:40:40;2,1196581197;9,9194139194;0,0781440781;1,7045177045;9,9145299145;0,0781440781
24.07.2023 17:40:41;1,7387057387;9,9194139194;0,0781440781;1,4847374847;9,9145299145;0,0781440781
24.07.2023 17:40:42;1,3724053724;9,9194139194;0,0781440781;1,0354090354;9,9145299145;0,0781440781
24.07.2023 17:40:42;1,094017094;9,9194139194;0,0781440781;0,8449328449;9,9145299145;0,0781440781
24.07.2023 17:40:43;1,0061050061;9,9194139194;0,0781440781;0,6837606838;9,9145299145;0,0781440781
24.07.2023 17:40:44;0,6886446886;9,9194139194;0,0781440781;0,4249084249;9,9145299145;0,0781440781
24.07.2023 17:40:44;0,4688644689;9,9194139194;0,0781440781;0,3028083028;9,9145299145;0,0781440781
24.07.2023 17:40:45;0,4102564103;9,9194139194;0,0781440781;0,3321123321;9,9145299145;0,0781440781
24.07.2023 17:40:46;0,21001221;9,9194139194;0,0781440781;0,1172161172;9,9145299145;0,0781440781
24.07.2023 17:40:46;0,1562881563;9,9194139194;0,0781440781;0,1562881563;9,9145299145;0,0781440781
24.07.2023 17:40:47;0,1416361416;9,9194139194;0,0781440781;0,2051282051;9,9145299145;0,0781440781
24.07.2023 17:40:48;0,1465201465;9,9194139194;0,0781440781;0,21001221;9,9145299145;0,0781440781
24.07.2023 17:40:48;0,1562881563;9,9194139194;0,0781440781;0,2295482295;9,9145299145;0,0781440781
24.07.2023 17:40:49;0,3223443223;9,9194139194;0,0781440781;0,42002442;9,9145299145;0,0781440781
24.07.2023 17:40:50;0,4786324786;9,9194139194;0,0781440781;0,5567765568;9,9145299145;0,0781440781
24.07.2023 17:40:50;0,5323565324;9,9194139194;0,0781440781;0,8058608059;9,9145299145;0,0781440781
24.07.2023 17:40:51;0,7472527473;9,9194139194;0,0781440781;1,010989011;9,9145299145;0,0781440781
24.07.2023 17:40:52;1,1135531136;9,9194139194;0,0781440781;1,3919413919;9,9145299145;0,0781440781
24.07.2023 17:40:52;1,304029304;9,9194139194;0,0781440781;1,601953602;9,9145299145;0,0781440781
24.07.2023 17:40:53;1,4847374847;9,9194139194;0,0781440781;1,8021978022;9,9145299145;0,0781440781
24.07.2023 17:40:54;1,9829059829;9,9194139194;0,0781440781;2,2710622711;9,9145299145;0,0781440781
24.07.2023 17:40:54;2,2466422466;9,9194139194;0,0781440781;2,652014652;9,9145299145;0,0781440781
24.07.2023 17:40:55;2,5982905983;9,9194139194;0,0781440781;2,9450549451;9,9145299145;0,0781440781
24.07.2023 17:40:56;3,1208791209;9,9194139194;0,0781440781;3,452991453;9,9145299145;0,0781440781
24.07.2023 17:40:56;3,4822954823;9,9194139194;0,0781440781;3,8339438339;9,9145299145;0,0781440781
24.07.2023 17:40:57;3,7997557998;9,9194139194;0,0781440781;4,2295482295;9,9145299145;0,0781440781
24.07.2023 17:40:58;4,4053724054;9,9194139194;0,0781440781;4,8351648352;9,9145299145;0,0781440781
24.07.2023 17:40:58;4,63003663;9,9194139194;0,0781440781;5,0451770452;9,9145299145;0,0781440781
24.07.2023 17:40:59;5,1233211233;9,9194139194;0,0781440781;5,4554334554;9,9145299145;0,0781440781
24.07.2023 17:41:00;5,6263736264;9,9194139194;0,0781440781;6,0903540904;9,9145299145;0,0781440781
24.07.2023 17:41:00;6,021978022;9,9194139194;0,0781440781;6,3785103785;9,9145299145;0,0781440781
24.07.2023 17:41:01;6,3736263736;9,9194139194;0,0781440781;6,7985347985;9,9145299145;0,0781440781
24.07.2023 17:41:02;6,9938949939;9,9194139194;0,0781440781;7,2332112332;9,9145299145;0,0781440781
24.07.2023 17:41:02;7,1501831502;9,9194139194;0,0781440781;7,6336996337;9,9145299145;0,0781440781
24.07.2023 17:41:03;7,5311355311;9,9194139194;0,0781440781;7,9072039072;9,9145299145;0,0781440781
24.07.2023 17:41:04;8,0927960928;9,9194139194;0,0781440781;8,3663003663;9,9145299145;0,0781440781
24.07.2023 17:41:04;8,3028083028;9,9194139194;0,0781440781;8,547008547;9,9145299145;0,0781440781
24.07.2023 17:41:05;8,5616605617;9,9194139194;0,0781440781;8,8449328449;9,9145299145;0,0781440781
24.07.2023 17:41:06;8,9572649573;9,9194139194;0,0781440781;9,1233211233;9,9145299145;0,0781440781
24.07.2023 17:41:06;9,0647130647;9,9194139194;0,0781440781;9,3968253968;9,9145299145;0,0781440781
24.07.2023 17:41:07;9,3333333333;9,9194139194;0,0781440781;9,5531135531;9,9145299145;0,0781440781
24.07.2023 17:41:08;9,4993894994;9,9194139194;0,0781440781;9,684981685;9,9145299145;0,0781440781
24.07.2023 17:41:08;9,7094017094;9,9194139194;0,0781440781;9,7094017094;9,9145299145;0,0781440781
24.07.2023 17:41:09;9,7142857143;9,9194139194;0,0781440781;9,8559218559;9,9145299145;0,0781440781
24.07.2023 17:41:10;9,8461538462;9,9194139194;0,0781440781;9,8705738706;9,9145299145;0,0781440781
24.07.2023 17:41:10;9,9145299145;9,9194139194;0,0781440781;9,7875457875;9,9145299145;0,0781440781
24.07.2023 17:41:11;9,8168498168;9,9194139194;0,0781440781;9,7289377289;9,9145299145;0,0781440781
24.07.2023 17:41:12;9,7826617827;9,9194139194;0,0781440781;9,6312576313;9,9145299145;0,0781440781
24.07.2023 17:41:12;9,641025641;9,9194139194;0,0781440781;9,5384615385;9,9145299145;0,0781440781
24.07.2023 17:41:13;9,5873015873;9,9194139194;0,0781440781;9,4456654457;9,9145299145;0,0781440781
24.07.2023 17:41:14;9,4017094017;9,9194139194;0,0781440781;9,0695970696;9,9145299145;0,0781440781
24.07.2023 17:41:14;9,1233211233;9,9194139194;0,0781440781;8,9523809524;9,9145299145;0,0781440781
24.07.2023 17:41:15;8,9426129426;9,9194139194;0,0781440781;8,6593406593;9,9145299145;0,0781440781
24.07.2023 17:41:16;8,6593406593;9,9194139194;0,0781440781;8,336996337;9,9145299145;0,0781440781
24.07.2023 17:41:16;8,4297924298;9,9194139194;0,0781440781;7,9951159951;9,9145299145;0,0781440781
24.07.2023 17:41:17;8,1221001221;9,9194139194;0,0781440781;7,7362637363;9,9145299145;0,0781440781
24.07.2023 17:41:18;7,663003663;9,9194139194;0,0781440781;7,2478632479;9,9145299145;0,0781440781
24.07.2023 17:41:18;7,2771672772;9,9194139194;0,0781440781;6,9157509158;9,9145299145;0,0781440781
24.07.2023 17:41:19;7,0280830281;9,9194139194;0,0781440781;6,5592185592;9,9145299145;0,0781440781
24.07.2023 17:41:20;6,4957264957;9,9194139194;0,0781440781;5,9975579976;9,9145299145;0,0781440781
24.07.2023 17:41:20;6,1245421245;9,9194139194;0,0781440781;5,6898656899;9,9145299145;0,0781440781
24.07.2023 17:41:21;5,7191697192;9,9194139194;0,0781440781;5,347985348;9,9145299145;0,0781440781
24.07.2023 17:41:22;5,0842490842;9,9194139194;0,0781440781;4,6935286935;9,9145299145;0,0781440781
24.07.2023 17:41:22;4,757020757;9,9194139194;0,0781440781;4,3760683761;9,9145299145;0,0781440781
24.07.2023 17:41:23;4,4053724054;9,9194139194;0,0781440781;4,0488400488;9,9145299145;0,0781440781
24.07.2023 17:41:24;3,9072039072;9,9194139194;0,0781440781;3,5164835165;9,9145299145;0,0781440781
24.07.2023 17:41:24;3,4871794872;9,9194139194;0,0781440781;3,1501831502;9,9145299145;0,0781440781
24.07.2023 17:41:25;3,2478632479;9,9194139194;0,0781440781;2,7643467643;9,9145299145;0,0781440781
24.07.2023 17:41:26;2,695970696;9,9194139194;0,0781440781;2,2368742369;9,9145299145;0,0781440781
24.07.2023 17:41:26;2,2954822955;9,9194139194;0,0781440781;2,0659340659;9,9145299145;0,0781440781
24.07.2023 17:41:27;2,0122100122;9,9194139194;0,0781440781;1,7094017094;9,9145299145;0,0781440781
24.07.2023 17:41:28;1,6459096459;9,9194139194;0,0781440781;1,3089133089;9,9145299145;0,0781440781
24.07.2023 17:41:28;1,347985348;9,9194139194;0,0781440781;1,1233211233;9,9145299145;0,0781440781
24.07.2023 17:41:29;1,1330891331;9,9194139194;0,0781440781;0,9377289377;9,9145299145;0,0781440781
24.07.2023 17:41:30;0,7423687424;9,9194139194;0,0781440781;0,6153846154;9,9145299145;0,0781440781
24.07.2023 17:41:30;0,6251526252;9,9194139194;0,0781440781;0,3956043956;9,9145299145;0,0781440781
24.07.2023 17:41:31;0,4884004884;9,9194139194;0,0781440781;0,3028083028;9,9145299145;0,0781440781
24.07.2023 17:41:32;0,2393162393;9,9194139194;0,0781440781;0,1611721612;9,9145299145;0,0781440781
24.07.2023 17:41:32;0,1953601954;9,9194139194;0,0781440781;0,1318681319;9,9145299145;0,0781440781
24.07.2023 17:41:33;0,2344322344;9,9194139194;0,0781440781;0,1514041514;9,9145299145;0,0781440781
24.07.2023 17:41:34;0,1611721612;9,9194139194;0,0781440781;0,2295482295;9,9145299145;0,0781440781
24.07.2023 17:41:34;0,1953601954;9,9194139194;0,0781440781;0,2881562882;9,9145299145;0,0781440781
24.07.2023 17:41:35;0,253968254;9,9194139194;0,0781440781;0,2783882784;9,9145299145;0,0781440781
24.07.2023 17:41:36;0,3663003663;9,9194139194;0,0781440781;0,5421245421;9,9145299145;0,0781440781
24.07.2023 17:41:36;0,4542124542;9,9194139194;0,0781440781;0,6837606838;9,9145299145;0,0781440781
24.07.2023 17:41:37;0,5518925519;9,9194139194;0,0781440781;0,8107448107;9,9145299145;0,0781440781
24.07.2023 17:41:38;0,8595848596;9,9194139194;0,0781440781;1,0891330891;9,9145299145;0,0781440781
24.07.2023 17:41:38;1,0647130647;9,9194139194;0,0781440781;1,3333333333;9,9145299145;0,0781440781
24.07.2023 17:41:39;1,3089133089;9,9194139194;0,0781440781;1,5531135531;9,9145299145;0,0781440781
24.07.2023 17:41:40;1,7484737485;9,9194139194;0,0781440781;1,9926739927;9,9145299145;0,0781440781
24.07.2023 17:41:40;1,9487179487;9,9194139194;0,0781440781;2,3882783883;9,9145299145;0,0781440781
24.07.2023 17:41:41;2,2808302808;9,9194139194;0,0781440781;2,6764346764;9,9145299145;0,0781440781
24.07.2023 17:41:42;2,7887667888;9,9194139194;0,0781440781;3,1746031746;9,9145299145;0,0781440781
24.07.2023 17:41:42;3,1697191697;9,9194139194;0,0781440781;3,5506715507;9,9145299145;0,0781440781
24.07.2023 17:41:43;3,4725274725;9,9194139194;0,0781440781;3,8437118437;9,9145299145;0,0781440781
24.07.2023 17:41:44;3,9755799756;9,9194139194;0,0781440781;4,4151404151;9,9145299145;0,0781440781
24.07.2023 17:41:44;4,293040293;9,9194139194;0,0781440781;4,7912087912;9,9145299145;0,0781440781
24.07.2023 17:41:45;4,6788766789;9,9194139194;0,0781440781;5,0891330891;9,9145299145;0,0781440781
24.07.2023 17:41:46;5,3772893773;9,9194139194;0,0781440781;5,6898656899;9,9145299145;0,0781440781
24.07.2023 17:41:46;5,7289377289;9,9194139194;0,0781440781;6,0903540904;9,9145299145;0,0781440781
24.07.2023 17:41:47;5,9926739927;9,9194139194;0,0781440781;6,5054945055;9,9145299145;0,0781440781
24.07.2023 17:41:48;6,5543345543;9,9194139194;0,0781440781;6,9841269841;9,9145299145;0,0781440781
24.07.2023 17:41:48;6,9108669109;9,9194139194;0,0781440781;7,2771672772;9,9145299145;0,0781440781
24.07.2023 17:41:49;7,2527472527;9,9194139194;0,0781440781;7,6483516484;9,9145299145;0,0781440781
24.07.2023 17:41:50;7,8241758242;9,9194139194;0,0781440781;8,0488400488;9,9145299145;0,0781440781
24.07.2023 17:41:50;7,9804639805;9,9194139194;0,0781440781;8,3516483516;9,9145299145;0,0781440781
24.07.2023 17:41:51;8,2832722833;9,9194139194;0,0781440781;8,6202686203;9,9145299145;0,0781440781
24.07.2023 17:41:52;8,7814407814;9,9194139194;0,0781440781;9,0500610501;9,9145299145;0,0781440781
24.07.2023 17:41:52;8,9377289377;9,9194139194;0,0781440781;9,2405372405;9,9145299145;0,0781440781
24.07.2023 17:41:53;9,1672771673;9,9194139194;0,0781440781;9,3870573871;9,9145299145;0,0781440781
24.07.2023 17:41:54;9,3919413919;9,9194139194;0,0781440781;9,5921855922;9,9145299145;0,0781440781
24.07.2023 17:41:54;9,5384615385;9,9194139194;0,0781440781;9,6605616606;9,9145299145;0,0781440781
24.07.2023 17:41:55;9,5970695971;9,9194139194;0,0781440781;9,7435897436;9,9145299145;0,0781440781
24.07.2023 17:41:56;9,7631257631;9,9194139194;0,0781440781;9,8803418803;9,9145299145;0,0781440781
24.07.2023 17:41:56;9,8363858364;9,9194139194;0,0781440781;9,7973137973;9,9145299145;0,0781440781
24.07.2023 17:41:57;9,8705738706;9,9194139194;0,0781440781;9,8315018315;9,9145299145;0,0781440781
24.07.2023 17:41:58;9,8168498168;9,9194139194;0,0781440781;9,7435897436;9,9145299145;0,0781440781
24.07.2023 17:41:58;9,811965812;9,9194139194;0,0781440781;9,7094017094;9,9145299145;0,0781440781
24.07.2023 17:41:59;9,601953602;9,9194139194;0,0781440781;9,5189255189;9,9145299145;0,0781440781
24.07.2023 17:42:00;9,4798534799;9,9194139194;0,0781440781;9,3431013431;9,9145299145;0,0781440781
24.07.2023 17:42:00;9,4065934066;9,9194139194;0,0781440781;9,1428571429;9,9145299145;0,0781440781
24.07.2023 17:42:01;9,1623931624;9,9194139194;0,0781440781;8,9621489621;9,9145299145;0,0781440781
24.07.2023 17:42:02;8,8302808303;9,9194139194;0,0781440781;8,5225885226;9,9145299145;0,0781440781
24.07.2023 17:42:02;8,6251526252;9,9194139194;0,0781440781;8,3223443223;9,9145299145;0,0781440781
24.07.2023 17:42:03;8,3907203907;9,9194139194;0,0781440781;8;9,9145299145;0,0781440781
24.07.2023 17:42:04;7,9218559219;9,9194139194;0,0781440781;7,5115995116;9,9145299145;0,0781440781
24.07.2023 17:42:05;7,5702075702;9,9194139194;0,0781440781;7,2136752137;9,9145299145;0,0781440781
24.07.2023 17:42:05;7,3406593407;9,9194139194;0,0781440781;6,8669108669;9,9145299145;0,0781440781
24.07.2023 17:42:06;6,7301587302;9,9194139194;0,0781440781;6,2710622711;9,9145299145;0,0781440781
24.07.2023 17:42:07;6,3931623932;9,9194139194;0,0781440781;5,9682539683;9,9145299145;0,0781440781
24.07.2023 17:42:07;6,1196581197;9,9194139194;0,0781440781;5,7289377289;9,9145299145;0,0781440781
24.07.2023 17:42:08;5,3870573871;9,9194139194;0,0781440781;5,0256410256;9,9145299145;0,0781440781
24.07.2023 17:42:09;5,2014652015;9,9194139194;0,0781440781;4,6495726496;9,9145299145;0,0781440781
24.07.2023 17:42:09;4,7277167277;9,9194139194;0,0781440781;4,4297924298;9,9145299145;0,0781440781
24.07.2023 17:42:10;4,0976800977;9,9194139194;0,0781440781;3,746031746;9,9145299145;0,0781440781
24.07.2023 17:42:11;3,8827838828;9,9194139194;0,0781440781;3,4725274725;9,9145299145;0,0781440781
24.07.2023 17:42:11;3,536019536;9,9194139194;0,0781440781;3,0622710623;9,9145299145;0,0781440781
24.07.2023 17:42:12;2,8913308913;9,9194139194;0,0781440781;2,4957264957;9,9145299145;0,0781440781
24.07.2023 17:42:13;2,6422466422;9,9194139194;0,0781440781;2,2368742369;9,9145299145;0,0781440781
24.07.2023 17:42:13;2,3785103785;9,9194139194;0,0781440781;1,9194139194;9,9145299145;0,0781440781
24.07.2023 17:42:14;1,8852258852;9,9194139194;0,0781440781;1,514041514;9,9145299145;0,0781440781
24.07.2023 17:42:15;1,601953602;9,9194139194;0,0781440781;1,3675213675;9,9145299145;0,0781440781
24.07.2023 17:42:15;1,3333333333;9,9194139194;0,0781440781;1,1086691087;9,9145299145;0,0781440781
24.07.2023 17:42:16;0,927960928;9,9194139194;0,0781440781;0,7765567766;9,9145299145;0,0781440781
24.07.2023 17:42:17;0,7716727717;9,9194139194;0,0781440781;0,5665445665;9,9145299145;0,0781440781
24.07.2023 17:42:17;0,6886446886;9,9194139194;0,0781440781;0,4786324786;9,9145299145;0,0781440781
24.07.2023 17:42:18;0,3418803419;9,9194139194;0,0781440781;0,2051282051;9,9145299145;0,0781440781
24.07.2023 17:42:19;0,3125763126;9,9194139194;0,0781440781;0,2002442002;9,9145299145;0,0781440781
24.07.2023 17:42:19;0,2490842491;9,9194139194;0,0781440781;0,1318681319;9,9145299145;0,0781440781
24.07.2023 17:42:20;0,1074481074;9,9194139194;0,0781440781;0,1562881563;9,9145299145;0,0781440781
24.07.2023 17:42:21;0,2148962149;9,9194139194;0,0781440781;0,2442002442;9,9145299145;0,0781440781
24.07.2023 17:42:21;0,1953601954;9,9194139194;0,0781440781;0,1562881563;9,9145299145;0,0781440781
24.07.2023 17:42:22;0,2881562882;9,9194139194;0,0781440781;0,4151404151;9,9145299145;0,0781440781
24.07.2023 17:42:23;0,3321123321;9,9194139194;0,0781440781;0,4688644689;9,9145299145;0,0781440781
24.07.2023 17:42:23;0,5030525031;9,9194139194;0,0781440781;0,5958485958;9,9145299145;0,0781440781
24.07.2023 17:42:24;0,7130647131;9,9194139194;0,0781440781;0,9865689866;9,9145299145;0,0781440781
24.07.2023 17:42:25;0,9474969475;9,9194139194;0,0781440781;1,177045177;9,9145299145;0,0781440781
24.07.2023 17:42:25;1,0402930403;9,9194139194;0,0781440781;1,3235653236;9,9145299145;0,0781440781
24.07.2023 17:42:26;1,5726495726;9,9194139194;0,0781440781;1,8021978022;9,9145299145;0,0781440781
24.07.2023 17:42:27;1,6800976801;9,9194139194;0,0781440781;2,0903540904;9,9145299145;0,0781440781
24.07.2023 17:42:27;2,0073260073;9,9194139194;0,0781440781;2,2857142857;9,9145299145;0,0781440781
24.07.2023 17:42:28;2,4566544567;9,9194139194;0,0781440781;2,9694749695;9,9145299145;0,0781440781
24.07.2023 17:42:29;2,7203907204;9,9194139194;0,0781440781;3,1794871795;9,9145299145;0,0781440781
24.07.2023 17:42:29;3,0573870574;9,9194139194;0,0781440781;3,5457875458;9,9145299145;0,0781440781
24.07.2023 17:42:30;3,7997557998;9,9194139194;0,0781440781;4,0732600733;9,9145299145;0,0781440781
24.07.2023 17:42:31;4,0537240537;9,9194139194;0,0781440781;4,4590964591;9,9145299145;0,0781440781
24.07.2023 17:42:31;4,4053724054;9,9194139194;0,0781440781;4,8791208791;9,9145299145;0,0781440781
24.07.2023 17:42:32;5,0012210012;9,9194139194;0,0781440781;5,4505494505;9,9145299145;0,0781440781
24.07.2023 17:42:33;5,347985348;9,9194139194;0,0781440781;5,7533577534;9,9145299145;0,0781440781
24.07.2023 17:42:33;5,6263736264;9,9194139194;0,0781440781;6,1733821734;9,9145299145;0,0781440781
24.07.2023 17:42:34;6,2808302808;9,9194139194;0,0781440781;6,778998779;9,9145299145;0,0781440781
24.07.2023 17:42:35;6,6324786325;9,9194139194;0,0781440781;7,0036630037;9,9145299145;0,0781440781
24.07.2023 17:42:35;6,9108669109;9,9194139194;0,0781440781;7,3308913309;9,9145299145;0,0781440781
24.07.2023 17:42:36;7,5213675214;9,9194139194;0,0781440781;7,8925518926;9,9145299145;0,0781440781
24.07.2023 17:42:37;7,706959707;9,9194139194;0,0781440781;8,0927960928;9,9145299145;0,0781440781
24.07.2023 17:42:37;8,0195360195;9,9194139194;0,0781440781;8,3614163614;9,9145299145;0,0781440781
24.07.2023 17:42:38;8,5372405372;9,9194139194;0,0781440781;8,7716727717;9,9145299145;0,0781440781
24.07.2023 17:42:39;8,7765567766;9,9194139194;0,0781440781;9,0354090354;9,9145299145;0,0781440781
24.07.2023 17:42:39;8,9572649573;9,9194139194;0,0781440781;9,137973138;9,9145299145;0,0781440781
24.07.2023 17:42:40;9,2698412698;9,9194139194;0,0781440781;9,5286935287;9,9145299145;0,0781440781
24.07.2023 17:42:41;9,4212454212;9,9194139194;0,0781440781;9,5531135531;9,9145299145;0,0781440781
24.07.2023 17:42:41;9,5286935287;9,9194139194;0,0781440781;9,7240537241;9,9145299145;0,0781440781
24.07.2023 17:42:42;9,7045177045;9,9194139194;0,0781440781;9,7338217338;9,9145299145;0,0781440781
24.07.2023 17:42:43;9,8461538462;9,9194139194;0,0781440781;9,8168498168;9,9145299145;0,0781440781
24.07.2023 17:42:43;9,8705738706;9,9194139194;0,0781440781;9,851037851;9,9145299145;0,0781440781
24.07.2023 17:42:44;9,8656898657;9,9194139194;0,0781440781;9,7484737485;9,9145299145;0,0781440781
24.07.2023 17:42:45;9,7484737485;9,9194139194;0,0781440781;9,7777777778;9,9145299145;0,0781440781
24.07.2023 17:42:45;9,7826617827;9,9194139194;0,0781440781;9,6800976801;9,9145299145;0,0781440781
24.07.2023 17:42:46;9,6605616606;9,9194139194;0,0781440781;9,4847374847;9,9145299145;0,0781440781
24.07.2023 17:42:47;9,474969475;9,9194139194;0,0781440781;9,2454212454;9,9145299145;0,0781440781
24.07.2023 17:42:47;9,3870573871;9,9194139194;0,0781440781;9,0647130647;9,9145299145;0,0781440781
24.07.2023 17:42:48;8,9523809524;9,9194139194;0,0781440781;8,8156288156;9,9145299145;0,0781440781
24.07.2023 17:42:49;8,800976801;9,9194139194;0,0781440781;8,463980464;9,9145299145;0,0781440781
24.07.2023 17:42:49;8,590964591;9,9194139194;0,0781440781;8,3272283272;9,9145299145;0,0781440781
24.07.2023 17:42:50;8,1855921856;9,9194139194;0,0781440781;7,7948717949;9,9145299145;0,0781440781
