18.07.2023 05:10:32: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:34: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:36: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:38: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:40: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:42: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:44: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:46: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:48: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:50: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:52: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:54: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:56: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:10:58: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:00: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:02: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:04: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:06: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:08: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:10: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:12: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:14: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:16: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:18: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:20: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:22: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:24: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:26: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:28: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,04;MinAmpere:0
18.07.2023 05:11:30: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,05;MinAmpere:0
18.07.2023 05:11:32: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0
18.07.2023 05:11:34: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,05;MinAmpere:0
18.07.2023 05:11:36: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:38: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:40: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:42: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:44: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:46: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:48: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0,01;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:50: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:52: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:54: Voltage:0,01;MaxVoltage:0,02;MinVoltage:0;Ampere:0,03;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:56: Voltage:0;MaxVoltage:0,02;MinVoltage:0;Ampere:0;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:11:58: Voltage:0,01;MaxVoltage:0,03;MinVoltage:0;Ampere:0,03;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:12:00: Voltage:0,01;MaxVoltage:0,03;MinVoltage:0;Ampere:0,03;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:12:02: Voltage:0,01;MaxVoltage:0,03;MinVoltage:0;Ampere:0,01;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:12:04: Voltage:0;MaxVoltage:0,03;MinVoltage:0;Ampere:0,01;MaxAmpere:0,08;MinAmpere:0
18.07.2023 05:12:06: Voltage:0,02;18.07.2023 05:15:40: Voltage:5,75;MaxVoltage:5,81;MinVoltage:4,92;Ampere:16,49;MaxAmpere:16,53;MinAmpere:14,32
18.07.2023 05:15:42: Voltage:7,04;MaxVoltage:7,04;MinVoltage:4,92;Ampere:19,53;MaxAmpere:19,53;MinAmpere:14,32
18.07.2023 05:15:44: Voltage:8,2;MaxVoltage:8,2;MinVoltage:4,92;Ampere:22,42;MaxAmpere:22,42;MinAmpere:14,32
18.07.2023 05:15:46: Voltage:8,94;MaxVoltage:9,02;MinVoltage:4,92;Ampere:24,17;MaxAmpere:24,43;MinAmpere:14,32
18.07.2023 05:15:48: Voltage:9,64;MaxVoltage:9,64;MinVoltage:4,92;Ampere:25,63;MaxAmpere:25,73;MinAmpere:14,32
18.07.2023 05:15:50: Voltage:9,8;MaxVoltage:9,91;MinVoltage:4,92;Ampere:26,06;MaxAmpere:26,17;MinAmpere:14,32
18.07.2023 05:15:52: Voltage:9,79;MaxVoltage:9,92;MinVoltage:4,92;Ampere:25,52;MaxAmpere:26,17;MinAmpere:14,32
18.07.2023 05:15:54: Voltage:9,22;MaxVoltage:9,92;MinVoltage:4,92;Ampere:23,85;MaxAmpere:26,17;MinAmpere:14,32
18.07.2023 05:15:56: Voltage:8,55;MaxVoltage:9,92;MinVoltage:4,92;Ampere:21,88;MaxAmpere:26,17;MinAmpere:14,32
18.07.2023 05:15:58: Voltage:7,46;MaxVoltage:9,92;MinVoltage:4,92;Ampere:18,7;MaxAmpere:26,17;MinAmpere:14,32
18.07.2023 05:16:00: Voltage:6,31;MaxVoltage:9,92;MinVoltage:4,92;Ampere:15,62;MaxAmpere:26,17;MinAmpere:14,32
18.07.2023 05:16:02: Voltage:5,06;MaxVoltage:9,92;MinVoltage:4,92;Ampere:12,13;MaxAmpere:26,17;MinAmpere:12,13
18.07.2023 05:16:04: Voltage:3,77;MaxVoltage:9,92;MinVoltage:3,76;Ampere:8,97;MaxAmpere:26,17;MinAmpere:8,84
18.07.2023 05:16:06: Voltage:2,57;MaxVoltage:9,92;MinVoltage:2,57;Ampere:5,76;MaxAmpere:26,17;MinAmpere:5,76
18.07.2023 05:16:08: Voltage:1,59;MaxVoltage:9,92;MinVoltage:1,52;Ampere:3,42;MaxAmpere:26,17;MinAmpere:3,36
18.07.2023 05:16:10: Voltage:0,76;MaxVoltage:9,92;MinVoltage:0,73;Ampere:1,47;MaxAmpere:26,17;MinAmpere:1,47
18.07.2023 05:16:12: Voltage:0,27;MaxVoltage:9,92;MinVoltage:0,26;Ampere:0,34;MaxAmpere:26,17;MinAmpere:0,34
18.07.2023 05:16:14: Voltage:0,18;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,67;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:16: Voltage:0,42;MaxVoltage:9,92;MinVoltage:0,07;Ampere:1,37;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:18: Voltage:0,92;MaxVoltage:9,92;MinVoltage:0,07;Ampere:3,06;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:20: Voltage:1,74;MaxVoltage:9,92;MinVoltage:0,07;Ampere:5,71;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:22: Voltage:2,86;MaxVoltage:9,92;MinVoltage:0,07;Ampere:8,79;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:24: Voltage:4,05;MaxVoltage:9,92;MinVoltage:0,07;Ampere:12,12;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:26: Voltage:5,38;MaxVoltage:9,92;MinVoltage:0,07;Ampere:15,61;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:28: Voltage:6,75;MaxVoltage:9,92;MinVoltage:0,07;Ampere:18,79;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:30: Voltage:7,83;MaxVoltage:9,92;MinVoltage:0,07;Ampere:21,45;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:32: Voltage:8,8;MaxVoltage:9,92;MinVoltage:0,07;Ampere:23,93;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:34: Voltage:9,4;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,51;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:36: Voltage:9,8;MaxVoltage:9,92;MinVoltage:0,07;Ampere:26,08;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:38: Voltage:9,77;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,77;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:40: Voltage:9,41;MaxVoltage:9,92;MinVoltage:0,07;Ampere:24,25;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:42: Voltage:8,72;MaxVoltage:9,92;MinVoltage:0,07;Ampere:22,53;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:45: Voltage:7,87;MaxVoltage:9,92;MinVoltage:0,07;Ampere:19,54;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:47: Voltage:6,48;MaxVoltage:9,92;MinVoltage:0,07;Ampere:16,26;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:49: Voltage:5,26;MaxVoltage:9,92;MinVoltage:0,07;Ampere:12,54;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:51: Voltage:3,93;MaxVoltage:9,92;MinVoltage:0,07;Ampere:9,27;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:53: Voltage:2,71;MaxVoltage:9,92;MinVoltage:0,07;Ampere:6,12;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:55: Voltage:1,71;MaxVoltage:9,92;MinVoltage:0,07;Ampere:3,54;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:57: Voltage:0,9;MaxVoltage:9,92;MinVoltage:0,07;Ampere:1,61;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:16:59: Voltage:0,35;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,46;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:17:01: Voltage:0,08;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,52;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:03: Voltage:0,26;MaxVoltage:9,92;MinVoltage:0,07;Ampere:1,13;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:05: Voltage:0,88;MaxVoltage:9,92;MinVoltage:0,07;Ampere:2,6;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:07: Voltage:1,6;MaxVoltage:9,92;MinVoltage:0,07;Ampere:5,31;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:09: Voltage:2,71;MaxVoltage:9,92;MinVoltage:0,07;Ampere:8,06;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:11: Voltage:3,85;MaxVoltage:9,92;MinVoltage:0,07;Ampere:11,33;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:13: Voltage:5,2;MaxVoltage:9,92;MinVoltage:0,07;Ampere:14,91;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:15: Voltage:6,43;MaxVoltage:9,92;MinVoltage:0,07;Ampere:18,23;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:17: Voltage:7,62;MaxVoltage:9,92;MinVoltage:0,07;Ampere:21,19;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:19: Voltage:8,67;MaxVoltage:9,92;MinVoltage:0,07;Ampere:23,47;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:21: Voltage:9,41;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,02;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:23: Voltage:9,74;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,83;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:25: Voltage:9,83;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,82;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:27: Voltage:9,51;MaxVoltage:9,92;MinVoltage:0,07;Ampere:24,58;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:29: Voltage:8,95;MaxVoltage:9,92;MinVoltage:0,07;Ampere:22,64;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:31: Voltage:7,94;MaxVoltage:9,92;MinVoltage:0,07;Ampere:20,04;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:33: Voltage:6,84;MaxVoltage:9,92;MinVoltage:0,07;Ampere:16,99;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:35: Voltage:5,62;MaxVoltage:9,92;MinVoltage:0,07;Ampere:13,43;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:37: Voltage:4,27;MaxVoltage:9,92;MinVoltage:0,07;Ampere:10,16;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:39: Voltage:3,06;MaxVoltage:9,92;MinVoltage:0,07;Ampere:6,87;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:41: Voltage:1,94;MaxVoltage:9,92;MinVoltage:0,07;Ampere:4,02;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:43: Voltage:0,97;MaxVoltage:9,92;MinVoltage:0,07;Ampere:2,14;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:45: Voltage:0,37;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,97;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:47: Voltage:0,22;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,43;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:49: Voltage:0,31;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,76;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:51: Voltage:0,69;MaxVoltage:9,92;MinVoltage:0,07;Ampere:2,32;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:53: Voltage:1,47;MaxVoltage:9,92;MinVoltage:0,07;Ampere:4,64;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:56: Voltage:2,4;MaxVoltage:9,92;MinVoltage:0,07;Ampere:7,18;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:17:58: Voltage:3,66;MaxVoltage:9,92;MinVoltage:0,07;Ampere:10,44;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:18:00: Voltage:4,93;MaxVoltage:9,92;MinVoltage:0,07;Ampere:14,06;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:18:02: Voltage:6,26;MaxVoltage:9,92;MinVoltage:0,07;Ampere:17,26;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:18:04: Voltage:7,42;MaxVoltage:9,92;MinVoltage:0,07;Ampere:20,52;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:18:06: Voltage:8,38;MaxVoltage:9,92;MinVoltage:0,07;Ampere:23,07;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:18:08: Voltage:9,3;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,02;MaxAmpere:26,17;MinAmpere:0,21
18.07.2018.07.2023 05:24:09: Voltage:5,86;MaxVoltage:5,89;MinVoltage:4,92;Ampere:16,77;MaxAmpere:16,77;MinAmpere:14,32
18.07.2023 05:24:11: Voltage:8,31;MaxVoltage:8,31;MinVoltage:4,92;Ampere:22,52;MaxAmpere:22,71;MinAmpere:14,32
18.07.2023 05:24:13: Voltage:9,7;MaxVoltage:9,72;MinVoltage:4,92;Ampere:25,91;MaxAmpere:25,91;MinAmpere:14,32
18.07.2023 05:24:15: Voltage:9,66;MaxVoltage:9,92;MinVoltage:4,92;Ampere:25,06;MaxAmpere:26,17;MinAmpere:14,32
18.07.2023 05:24:17: Voltage:8;MaxVoltage:9,92;MinVoltage:4,92;Ampere:20,16;MaxAmpere:26,17;MinAmpere:14,32
18.07.2023 05:24:19: Voltage:5,47;MaxVoltage:9,92;MinVoltage:4,92;Ampere:13,08;MaxAmpere:26,17;MinAmpere:13,08
18.07.2023 05:24:21: Voltage:2,78;MaxVoltage:9,92;MinVoltage:2,78;Ampere:6,11;MaxAmpere:26,17;MinAmpere:6,07
18.07.2023 05:24:23: Voltage:0,77;MaxVoltage:9,92;MinVoltage:0,73;Ampere:1,31;MaxAmpere:26,17;MinAmpere:1,31
18.07.2023 05:24:25: Voltage:0,18;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,41;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:27: Voltage:0,5;MaxVoltage:9,92;MinVoltage:0,07;Ampere:1,83;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:29: Voltage:1,15;MaxVoltage:9,92;MinVoltage:0,07;Ampere:3,8;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:31: Voltage:2,11;MaxVoltage:9,92;MinVoltage:0,07;Ampere:6,54;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:33: Voltage:3,24;MaxVoltage:9,92;MinVoltage:0,07;Ampere:9,87;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:35: Voltage:4,82;MaxVoltage:9,92;MinVoltage:0,07;Ampere:13,72;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:37: Voltage:7,53;MaxVoltage:9,92;MinVoltage:0,07;Ampere:20,97;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:39: Voltage:9,36;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,28;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:41: Voltage:9,8;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,43;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:43: Voltage:8,53;MaxVoltage:9,92;MinVoltage:0,07;Ampere:21,94;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:45: Voltage:6,24;MaxVoltage:9,92;MinVoltage:0,07;Ampere:15,07;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:47: Voltage:3,28;MaxVoltage:9,92;MinVoltage:0,07;Ampere:7,79;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:49: Voltage:1,16;MaxVoltage:9,92;MinVoltage:0,07;Ampere:2,45;MaxAmpere:26,17;MinAmpere:0,22
18.07.2023 05:24:51: Voltage:0,15;MaxVoltage:9,92;MinVoltage:0,07;Ampere:0,5;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:24:53: Voltage:0,78;MaxVoltage:9,92;MinVoltage:0,07;Ampere:2,85;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:24:55: Voltage:1,83;MaxVoltage:9,92;MinVoltage:0,07;Ampere:5,71;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:24:57: Voltage:2,98;MaxVoltage:9,92;MinVoltage:0,07;Ampere:8,89;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:24:59: Voltage:4,16;MaxVoltage:9,92;MinVoltage:0,07;Ampere:12,1;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:25:01: Voltage:5,42;MaxVoltage:9,92;MinVoltage:0,07;Ampere:15,61;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:25:03: Voltage:6,71;MaxVoltage:9,92;MinVoltage:0,07;Ampere:18,98;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:25:05: Voltage:8,05;MaxVoltage:9,92;MinVoltage:0,07;Ampere:21,98;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:25:07: Voltage:9,57;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,73;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:25:09: Voltage:9,72;MaxVoltage:9,92;MinVoltage:0,07;Ampere:25,11;MaxAmpere:26,17;MinAmpere:0,21
18.07.2023 05:25:11: Voltage:8,04;MaxVoltage:9,92;MinVoltage:0,07;Ampere:20,63;MaxAmpere:26,17;MinAmpere:0,21
