#Date_Time;LadeStrom;MaxLadeStrom;MinLadeStrom
25.07.2023 16:41:05;7,746031746;7,746031746;4,9230769231
25.07.2023 16:41:07;9,094017094;9,1135531136;4,9230769231
25.07.2023 16:41:09;9,7387057387;9,8315018315;4,9230769231
25.07.2023 16:41:11;9,7435897436;9,8998778999;4,9230769231
25.07.2023 16:41:13;8,9181929182;9,8998778999;4,9230769231
25.07.2023 16:41:15;7,4725274725;9,8998778999;4,9230769231
25.07.2023 16:41:17;5,5775335775;9,8998778999;4,9230769231
25.07.2023 16:41:19;3,5995115995;9,8998778999;3,5995115995
25.07.2023 16:41:21;2,0024420024;9,8998778999;1,8852258852
25.07.2023 16:41:23;0,6837606838;9,8998778999;0,6837606838
25.07.2023 16:41:25;0,1514041514;9,8998778999;0,1025641026
25.07.2023 16:41:27;0,4151404151;9,8998778999;0,083028083
25.07.2023 16:41:29;1,2893772894;9,8998778999;0,083028083
25.07.2023 16:41:31;2,8571428571;9,8998778999;0,083028083
25.07.2023 16:41:33;4,7179487179;9,8998778999;0,083028083
25.07.2023 16:41:35;6,6568986569;9,8998778999;0,083028083
25.07.2023 16:41:37;8,3663003663;9,8998778999;0,083028083
25.07.2023 16:41:39;9,5189255189;9,8998778999;0,083028083
25.07.2023 16:41:41;9,7924297924;9,8998778999;0,083028083
25.07.2023 16:41:43;9,4847374847;9,9047619048;0,083028083
