#Date_Time;LadeSpannung;MaxLadeSpannung;MinLadeSpannung
24.07.2023 17:40:33;7,0866910867;9,9145299145;0,0732600733;6,8131868132;9,9194139194;0,0732600733
24.07.2023 17:40:34;6,652014652;9,9145299145;0,0732600733;6,1636141636;9,9194139194;0,0732600733
24.07.2023 17:40:35;6,3443223443;9,9145299145;0,0732600733;5,9242979243;9,9194139194;0,0732600733
24.07.2023 17:40:35;5,851037851;9,9145299145;0,0732600733;5,4896214896;9,9194139194;0,0732600733
24.07.2023 17:40:36;5,3675213675;9,9145299145;0,0732600733;4,9181929182;9,9194139194;0,0732600733
24.07.2023 17:40:37;5,0256410256;9,9145299145;0,0732600733;4,5860805861;9,9194139194;0,0732600733
24.07.2023 17:40:37;4,6056166056;9,9145299145;0,0732600733;4,1367521368;9,9194139194;0,0732600733
24.07.2023 17:40:38;3,9658119658;9,9145299145;0,0732600733;3,6678876679;9,9194139194;0,0732600733
24.07.2023 17:40:39;3,6678876679;9,9145299145;0,0732600733;3,2918192918;9,9194139194;0,0732600733
24.07.2023 17:40:39;3,2722832723;9,9145299145;0,0732600733;2,9645909646;9,9194139194;0,0732600733
24.07.2023 17:40:40;2,735042735;9,9145299145;0,0732600733;2,3540903541;9,9194139194;0,0732600733
24.07.2023 17:40:41;2,5738705739;9,9145299145;0,0732600733;2,2026862027;9,9194139194;0,0732600733
24.07.2023 17:40:41;2,1343101343;9,9145299145;0,0732600733;1,7631257631;9,9194139194;0,0732600733
24.07.2023 17:40:42;1,6703296703;9,9145299145;0,0732600733;1,4603174603;9,9194139194;0,0732600733
24.07.2023 17:40:43;1,474969475;9,9145299145;0,0732600733;1,2356532357;9,9194139194;0,0732600733
24.07.2023 17:40:43;1,1721611722;9,9145299145;0,0732600733;1,0256410256;9,9194139194;0,0732600733
24.07.2023 17:40:44;0,9572649573;9,9145299145;0,0732600733;0,7326007326;9,9194139194;0,0732600733
24.07.2023 17:40:45;0,7130647131;9,9145299145;0,0732600733;0,5518925519;9,9194139194;0,0732600733
24.07.2023 17:40:45;0,5372405372;9,9145299145;0,0732600733;0,3663003663;9,9194139194;0,0732600733
24.07.2023 17:40:46;0,3614163614;9,9145299145;0,0732600733;0,3076923077;9,9194139194;0,0732600733
24.07.2023 17:40:47;0,2783882784;9,9145299145;0,0732600733;0,2002442002;9,9194139194;0,0732600733
24.07.2023 17:40:47;0,21001221;9,9145299145;0,0732600733;0,2002442002;9,9194139194;0,0732600733
24.07.2023 17:40:48;0,1123321123;9,9145299145;0,0732600733;0,1318681319;9,9194139194;0,0732600733
24.07.2023 17:40:49;0,0927960928;9,9145299145;0,0732600733;0,2051282051;9,9194139194;0,0732600733
24.07.2023 17:40:49;0,1855921856;9,9145299145;0,0732600733;0,2002442002;9,9194139194;0,0732600733
24.07.2023 17:40:50;0,2735042735;9,9145299145;0,0732600733;0,42002442;9,9194139194;0,0732600733
24.07.2023 17:40:51;0,4249084249;9,9145299145;0,0732600733;0,6105006105;9,9194139194;0,0732600733
24.07.2023 17:40:51;0,5274725275;9,9145299145;0,0732600733;0,7326007326;9,9194139194;0,0732600733
24.07.2023 17:40:52;0,7326007326;9,9145299145;0,0732600733;0,9816849817;9,9194139194;0,0732600733
24.07.2023 17:40:53;1,0207570208;9,9145299145;0,0732600733;1,1868131868;9,9194139194;0,0732600733
24.07.2023 17:40:53;1,264957265;9,9145299145;0,0732600733;1,4114774115;9,9194139194;0,0732600733
24.07.2023 17:40:54;1,6800976801;9,9145299145;0,0732600733;1,8998778999;9,9194139194;0,0732600733
24.07.2023 17:40:55;1,7777777778;9,9145299145;0,0732600733;2,1978021978;9,9194139194;0,0732600733
24.07.2023 17:40:55;2,148962149;9,9145299145;0,0732600733;2,4908424908;9,9194139194;0,0732600733
24.07.2023 17:40:56;2,6227106227;9,9145299145;0,0732600733;3,0769230769;9,9194139194;0,0732600733
24.07.2023 17:40:57;2,862026862;9,9145299145;0,0732600733;3,3015873016;9,9194139194;0,0732600733
24.07.2023 17:40:57;3,3113553114;9,9145299145;0,0732600733;3,6434676435;9,9194139194;0,0732600733
24.07.2023 17:40:58;3,8485958486;9,9145299145;0,0732600733;4,3028083028;9,9194139194;0,0732600733
24.07.2023 17:40:59;4,1318681319;9,9145299145;0,0732600733;4,5274725275;9,9194139194;0,0732600733
24.07.2023 17:40:59;4,6007326007;9,9145299145;0,0732600733;5,0061050061;9,9194139194;0,0732600733
24.07.2023 17:41:00;5,1477411477;9,9145299145;0,0732600733;5,6068376068;9,9194139194;0,0732600733
24.07.2023 17:41:01;5,4163614164;9,9145299145;0,0732600733;5,8754578755;9,9194139194;0,0732600733
24.07.2023 17:41:01;5,8998778999;9,9145299145;0,0732600733;6,3394383394;9,9194139194;0,0732600733
24.07.2023 17:41:02;6,442002442;9,9145299145;0,0732600733;6,9108669109;9,9194139194;0,0732600733
24.07.2023 17:41:03;6,6764346764;9,9145299145;0,0732600733;7,1697191697;9,9194139194;0,0732600733
24.07.2023 17:41:03;7,15995116;9,9145299145;0,0732600733;7,4822954823;9,9194139194;0,0732600733
24.07.2023 17:41:04;7,6581196581;9,9145299145;0,0732600733;7,916971917;9,9194139194;0,0732600733
24.07.2023 17:41:05;7,9023199023;9,9145299145;0,0732600733;8,1807081807;9,9194139194;0,0732600733
24.07.2023 17:41:05;8,2686202686;9,9145299145;0,0732600733;8,4444444444;9,9194139194;0,0732600733
24.07.2023 17:41:06;8,6202686203;9,9145299145;0,0732600733;8,9181929182;9,9194139194;0,0732600733
24.07.2023 17:41:07;8,884004884;9,9145299145;0,0732600733;9,0207570208;9,9194139194;0,0732600733
24.07.2023 17:41:07;9,1233211233;9,9145299145;0,0732600733;9,2161172161;9,9194139194;0,0732600733
24.07.2023 17:41:08;9,4065934066;9,9145299145;0,0732600733;9,4945054945;9,9194139194;0,0732600733
24.07.2023 17:41:09;9,514041514;9,9145299145;0,0732600733;9,6947496947;9,9194139194;0,0732600733
24.07.2023 17:41:09;9,5775335775;9,9145299145;0,0732600733;9,7142857143;9,9194139194;0,0732600733
24.07.2023 17:41:10;9,7973137973;9,9145299145;0,0732600733;9,851037851;9,9194139194;0,0732600733
24.07.2023 17:41:11;9,768009768;9,9145299145;0,0732600733;9,8168498168;9,9194139194;0,0732600733
24.07.2023 17:41:11;9,7728937729;9,9145299145;0,0732600733;9,8168498168;9,9194139194;0,0732600733
24.07.2023 17:41:12;9,8412698413;9,9145299145;0,0732600733;9,7973137973;9,9194139194;0,0732600733
24.07.2023 17:41:13;9,7582417582;9,9145299145;0,0732600733;9,641025641;9,9194139194;0,0732600733
24.07.2023 17:41:13;9,6459096459;9,9145299145;0,0732600733;9,6605616606;9,9194139194;0,0732600733
24.07.2023 17:41:14;9,5824175824;9,9145299145;0,0732600733;9,4261294261;9,9194139194;0,0732600733
24.07.2023 17:41:15;9,3528693529;9,9145299145;0,0732600733;9,2893772894;9,9194139194;0,0732600733
24.07.2023 17:41:15;9,2503052503;9,9145299145;0,0732600733;8,9865689866;9,9194139194;0,0732600733
24.07.2023 17:41:16;8,9377289377;9,9145299145;0,0732600733;8,7081807082;9,9194139194;0,0732600733
24.07.2023 17:41:17;8,7619047619;9,9145299145;0,0732600733;8,4542124542;9,9194139194;0,0732600733
24.07.2023 17:41:17;8,4542124542;9,9145299145;0,0732600733;8,1074481074;9,9194139194;0,0732600733
24.07.2023 17:41:18;7,9951159951;9,9145299145;0,0732600733;7,6776556777;9,9194139194;0,0732600733
24.07.2023 17:41:19;7,6727716728;9,9145299145;0,0732600733;7,4236874237;9,9194139194;0,0732600733
24.07.2023 17:41:19;7,4676434676;9,9145299145;0,0732600733;7,0818070818;9,9194139194;0,0732600733
24.07.2023 17:41:20;6,9597069597;9,9145299145;0,0732600733;6,4664224664;9,9194139194;0,0732600733
24.07.2023 17:41:21;6,5103785104;9,9145299145;0,0732600733;6,2271062271;9,9194139194;0,0732600733
24.07.2023 17:41:21;6,2954822955;9,9145299145;0,0732600733;5,8363858364;9,9194139194;0,0732600733
24.07.2023 17:41:22;5,5628815629;9,9145299145;0,0732600733;5,2014652015;9,9194139194;0,0732600733
24.07.2023 17:41:23;5,3626373626;9,9145299145;0,0732600733;4,8693528694;9,9194139194;0,0732600733
24.07.2023 17:41:24;4,9719169719;9,9145299145;0,0732600733;4,5567765568;9,9194139194;0,0732600733
24.07.2023 17:41:24;4,3418803419;9,9145299145;0,0732600733;3,9267399267;9,9194139194;0,0732600733
24.07.2023 17:41:25;4,0634920635;9,9145299145;0,0732600733;3,6434676435;9,9194139194;0,0732600733
24.07.2023 17:41:26;3,6239316239;9,9145299145;0,0732600733;3,1697191697;9,9194139194;0,0732600733
24.07.2023 17:41:26;3,1111111111;9,9145299145;0,0732600733;2,7155067155;9,9194139194;0,0732600733
24.07.2023 17:41:27;2,7448107448;9,9145299145;0,0732600733;2,4322344322;9,9194139194;0,0732600733
24.07.2023 17:41:28;2,3833943834;9,9145299145;0,0732600733;2,1684981685;9,9194139194;0,0732600733
24.07.2023 17:41:28;1,9682539683;9,9145299145;0,0732600733;1,6459096459;9,9194139194;0,0732600733
24.07.2023 17:41:29;1,641025641;9,9145299145;0,0732600733;1,4700854701;9,9194139194;0,0732600733
24.07.2023 17:41:30;1,3821733822;9,9145299145;0,0732600733;1,2014652015;9,9194139194;0,0732600733
24.07.2023 17:41:30;0,9963369963;9,9145299145;0,0732600733;0,7960927961;9,9194139194;0,0732600733
24.07.2023 17:41:31;0,8058608059;9,9145299145;0,0732600733;0,6593406593;9,9194139194;0,0732600733
24.07.2023 17:41:32;0,7521367521;9,9145299145;0,0732600733;0,463980464;9,9194139194;0,0732600733
24.07.2023 17:41:32;0,380952381;9,9145299145;0,0732600733;0,2735042735;9,9194139194;0,0732600733
24.07.2023 17:41:33;0,3565323565;9,9145299145;0,0732600733;0,3076923077;9,9194139194;0,0732600733
24.07.2023 17:41:34;0,2393162393;9,9145299145;0,0732600733;0,1465201465;9,9194139194;0,0732600733
24.07.2023 17:41:35;0,2295482295;9,9145299145;0,0732600733;0,1660561661;9,9194139194;0,0732600733
24.07.2023 17:41:35;0,1611721612;9,9145299145;0,0732600733;0,2246642247;9,9194139194;0,0732600733
24.07.2023 17:41:36;0,1855921856;9,9145299145;0,0732600733;0,253968254;9,9194139194;0,0732600733
24.07.2023 17:41:37;0,1611721612;9,9145299145;0,0732600733;0,4004884005;9,9194139194;0,0732600733
24.07.2023 17:41:37;0,3614163614;9,9145299145;0,0732600733;0,4590964591;9,9194139194;0,0732600733
24.07.2023 17:41:38;0,4737484737;9,9145299145;0,0732600733;0,5665445665;9,9194139194;0,0732600733
24.07.2023 17:41:39;0,6544566545;9,9145299145;0,0732600733;0,8888888889;9,9194139194;0,0732600733
24.07.2023 17:41:39;0,8547008547;9,9145299145;0,0732600733;1,0549450549;9,9194139194;0,0732600733
24.07.2023 17:41:40;0,9719169719;9,9145299145;0,0732600733;1,2747252747;9,9194139194;0,0732600733
24.07.2023 17:41:41;1,3137973138;9,9145299145;0,0732600733;1,6166056166;9,9194139194;0,0732600733
24.07.2023 17:41:41;1,5873015873;9,9145299145;0,0732600733;1,9096459096;9,9194139194;0,0732600733
24.07.2023 17:41:42;1,8559218559;9,9145299145;0,0732600733;2,2075702076;9,9194139194;0,0732600733
24.07.2023 17:41:43;2,3003663004;9,9145299145;0,0732600733;2,6764346764;9,9194139194;0,0732600733
24.07.2023 17:41:43;2,6666666667;9,9145299145;0,0732600733;2,9743589744;9,9194139194;0,0732600733
24.07.2023 17:41:44;2,9938949939;9,9145299145;0,0732600733;3,3308913309;9,9194139194;0,0732600733
24.07.2023 17:41:45;3,536019536;9,9145299145;0,0732600733;4,0195360195;9,9194139194;0,0732600733
24.07.2023 17:41:45;3,8241758242;9,9145299145;0,0732600733;4,3418803419;9,9194139194;0,0732600733
24.07.2023 17:41:46;4,2979242979;9,9145299145;0,0732600733;4,6349206349;9,9194139194;0,0732600733
24.07.2023 17:41:47;4,9084249084;9,9145299145;0,0732600733;5,2844932845;9,9194139194;0,0732600733
24.07.2023 17:41:47;5,221001221;9,9145299145;0,0732600733;5,5238095238;9,9194139194;0,0732600733
24.07.2023 17:41:48;5,5335775336;9,9145299145;0,0732600733;6,0366300366;9,9194139194;0,0732600733
24.07.2023 17:41:49;6,2173382173;9,9145299145;0,0732600733;6,5982905983;9,9194139194;0,0732600733
24.07.2023 17:41:49;6,4517704518;9,9145299145;0,0732600733;6,8376068376;9,9194139194;0,0732600733
24.07.2023 17:41:50;6,7692307692;9,9145299145;0,0732600733;7,1794871795;9,9194139194;0,0732600733
24.07.2023 17:41:51;7,3797313797;9,9145299145;0,0732600733;7,7753357753;9,9194139194;0,0732600733
24.07.2023 17:41:51;7,6336996337;9,9145299145;0,0732600733;7,956043956;9,9194139194;0,0732600733
24.07.2023 17:41:52;7,9902319902;9,9145299145;0,0732600733;8,336996337;9,9194139194;0,0732600733
24.07.2023 17:41:53;8,4688644689;9,9145299145;0,0732600733;8,6788766789;9,9194139194;0,0732600733
24.07.2023 17:41:53;8,6642246642;9,9145299145;0,0732600733;8,8693528694;9,9194139194;0,0732600733
24.07.2023 17:41:54;8,8595848596;9,9145299145;0,0732600733;9,1575091575;9,9194139194;0,0732600733
24.07.2023 17:41:55;9,2600732601;9,9145299145;0,0732600733;9,4407814408;9,9194139194;0,0732600733
24.07.2023 17:41:55;9,3431013431;9,9145299145;0,0732600733;9,5873015873;9,9194139194;0,0732600733
24.07.2023 17:41:56;9,4847374847;9,9145299145;0,0732600733;9,6507936508;9,9194139194;0,0732600733
24.07.2023 17:41:57;9,6556776557;9,9145299145;0,0732600733;9,851037851;9,9194139194;0,0732600733
24.07.2023 17:41:57;9,7777777778;9,9145299145;0,0732600733;9,8363858364;9,9194139194;0,0732600733
24.07.2023 17:41:58;9,7875457875;9,9145299145;0,0732600733;9,8656898657;9,9194139194;0,0732600733
24.07.2023 17:41:59;9,9145299145;9,9145299145;0,0732600733;9,8803418803;9,9194139194;0,0732600733
24.07.2023 17:41:59;9,8412698413;9,9145299145;0,0732600733;9,8266178266;9,9194139194;0,0732600733
24.07.2023 17:42:00;9,7191697192;9,9145299145;0,0732600733;9,641025641;9,9194139194;0,0732600733
24.07.2023 17:42:01;9,6605616606;9,9145299145;0,0732600733;9,4652014652;9,9194139194;0,0732600733
24.07.2023 17:42:01;9,5873015873;9,9145299145;0,0732600733;9,4261294261;9,9194139194;0,0732600733
24.07.2023 17:42:02;9,3675213675;9,9145299145;0,0732600733;9,1575091575;9,9194139194;0,0732600733
24.07.2023 17:42:03;9,0598290598;9,9145299145;0,0732600733;8,800976801;9,9194139194;0,0732600733
24.07.2023 17:42:03;8,9914529915;9,9145299145;0,0732600733;8,673992674;9,9194139194;0,0732600733
24.07.2023 17:42:04;8,6398046398;9,9145299145;0,0732600733;8,4737484737;9,9194139194;0,0732600733
24.07.2023 17:42:05;8,2148962149;9,9145299145;0,0732600733;7,9902319902;9,9194139194;0,0732600733
24.07.2023 17:42:05;7,9462759463;9,9145299145;0,0732600733;7,7313797314;9,9194139194;0,0732600733
24.07.2023 17:42:06;7,7948717949;9,9145299145;0,0732600733;7,3650793651;9,9194139194;0,0732600733
24.07.2023 17:42:07;7,1550671551;9,9145299145;0,0732600733;6,822954823;9,9194139194;0,0732600733
24.07.2023 17:42:07;6,9597069597;9,9145299145;0,0732600733;6,4713064713;9,9194139194;0,0732600733
24.07.2023 17:42:08;6,5787545788;9,9145299145;0,0732600733;6,1782661783;9,9194139194;0,0732600733
24.07.2023 17:42:09;5,9584859585;9,9145299145;0,0732600733;5,4945054945;9,9194139194;0,0732600733
24.07.2023 17:42:09;5,6996336996;9,9145299145;0,0732600733;5,2454212454;9,9194139194;0,0732600733
24.07.2023 17:42:10;5,2600732601;9,9145299145;0,0732600733;4,800976801;9,9194139194;0,0732600733
24.07.2023 17:42:11;4,7032967033;9,9145299145;0,0732600733;4,2588522589;9,9194139194;0,0732600733
24.07.2023 17:42:11;4,3125763126;9,9145299145;0,0732600733;3,8974358974;9,9194139194;0,0732600733
24.07.2023 17:42:12;3,9267399267;9,9145299145;0,0732600733;3,5067155067;9,9194139194;0,0732600733
24.07.2023 17:42:13;3,3992673993;9,9145299145;0,0732600733;2,9401709402;9,9194139194;0,0732600733
24.07.2023 17:42:13;3,0378510379;9,9145299145;0,0732600733;2,6471306471;9,9194139194;0,0732600733
24.07.2023 17:42:14;2,778998779;9,9145299145;0,0732600733;2,4126984127;9,9194139194;0,0732600733
24.07.2023 17:42:15;2,2857142857;9,9145299145;0,0732600733;1,9389499389;9,9194139194;0,0732600733
24.07.2023 17:42:15;2,0024420024;9,9145299145;0,0732600733;1,5775335775;9,9194139194;0,0732600733
24.07.2023 17:42:16;1,7533577534;9,9145299145;0,0732600733;1,4017094017;9,9194139194;0,0732600733
24.07.2023 17:42:17;1,2844932845;9,9145299145;0,0732600733;0,9768009768;9,9194139194;0,0732600733
24.07.2023 17:42:17;1,0354090354;9,9145299145;0,0732600733;0,8449328449;9,9194139194;0,0732600733
24.07.2023 17:42:18;0,9181929182;9,9145299145;0,0732600733;0,6202686203;9,9194139194;0,0732600733
24.07.2023 17:42:19;0,5079365079;9,9145299145;0,0732600733;0,3565323565;9,9194139194;0,0732600733
24.07.2023 17:42:19;0,4249084249;9,9145299145;0,0732600733;0,3125763126;9,9194139194;0,0732600733
24.07.2023 17:42:20;0,3321123321;9,9145299145;0,0732600733;0,2686202686;9,9194139194;0,0732600733
24.07.2023 17:42:21;0,2246642247;9,9145299145;0,0732600733;0,1904761905;9,9194139194;0,0732600733
24.07.2023 17:42:21;0,1123321123;9,9145299145;0,0732600733;0,1123321123;9,9194139194;0,0732600733
24.07.2023 17:42:22;0,1855921856;9,9145299145;0,0732600733;0,2344322344;9,9194139194;0,0732600733
24.07.2023 17:42:23;0,2197802198;9,9145299145;0,0732600733;0,1807081807;9,9194139194;0,0732600733
24.07.2023 17:42:23;0,2735042735;9,9145299145;0,0732600733;0,3858363858;9,9194139194;0,0732600733
24.07.2023 17:42:24;0,3711843712;9,9145299145;0,0732600733;0,42002442;9,9194139194;0,0732600733
24.07.2023 17:42:25;0,4542124542;9,9145299145;0,0732600733;0,6593406593;9,9194139194;0,0732600733
24.07.2023 17:42:25;0,6056166056;9,9145299145;0,0732600733;0,8986568987;9,9194139194;0,0732600733
24.07.2023 17:42:26;0,7667887668;9,9145299145;0,0732600733;1,094017094;9,9194139194;0,0732600733
24.07.2023 17:42:27;1,1868131868;9,9145299145;0,0732600733;1,4652014652;9,9194139194;0,0732600733
24.07.2023 17:42:27;1,3870573871;9,9145299145;0,0732600733;1,6312576313;9,9194139194;0,0732600733
24.07.2023 17:42:28;1,6654456654;9,9145299145;0,0732600733;1,894993895;9,9194139194;0,0732600733
24.07.2023 17:42:29;2,0415140415;9,9145299145;0,0732600733;2,5152625153;9,9194139194;0,0732600733
24.07.2023 17:42:29;2,3443223443;9,9145299145;0,0732600733;2,8034188034;9,9194139194;0,0732600733
24.07.2023 17:42:30;2,7057387057;9,9145299145;0,0732600733;3,0671550672;9,9194139194;0,0732600733
24.07.2023 17:42:31;3,3162393162;9,9145299145;0,0732600733;3,5702075702;9,9194139194;0,0732600733
24.07.2023 17:42:31;3,5946275946;9,9145299145;0,0732600733;4,0048840049;9,9194139194;0,0732600733
24.07.2023 17:42:32;3,9023199023;9,9145299145;0,0732600733;4,3711843712;9,9194139194;0,0732600733
24.07.2023 17:42:33;4,547008547;9,9145299145;0,0732600733;4,8986568987;9,9194139194;0,0732600733
24.07.2023 17:42:33;4,8742368742;9,9145299145;0,0732600733;5,2014652015;9,9194139194;0,0732600733
