#Date_Time;LadeStrom;MaxLadeStrom;MinLadeStrom;LadeSpannung;MaxLadeSpannung;MinLadeSpannung
24.07.2023 17:40:28;6,0415140415;9,9194139194;0,083028083;5,514041514;9,9145299145;0,0976800977
24.07.2023 17:40:29;5,474969475;9,9194139194;0,083028083;4,9621489621;9,9145299145;0,0976800977
24.07.2023 17:40:29;5,0451770452;9,9194139194;0,083028083;4,7326007326;9,9145299145;0,0976800977
24.07.2023 17:40:30;4,6691086691;9,9194139194;0,083028083;4,2637362637;9,9145299145;0,0976800977
24.07.2023 17:40:31;4,1807081807;9,9194139194;0,083028083;3,6971916972;9,9145299145;0,0976800977
24.07.2023 17:40:31;3,7997557998;9,9194139194;0,083028083;3,4432234432;9,9145299145;0,0976800977
24.07.2023 17:40:32;3,452991453;9,9194139194;0,083028083;3,0525030525;9,9145299145;0,0976800977
24.07.2023 17:40:33;2,8376068376;9,9194139194;0,083028083;2,4615384615;9,9145299145;0,0976800977
24.07.2023 17:40:33;2,5103785104;9,9194139194;0,083028083;2,2466422466;9,9145299145;0,0976800977
24.07.2023 17:40:34;2,3003663004;9,9194139194;0,083028083;1,9536019536;9,9145299145;0,0976800977
24.07.2023 17:40:35;1,7728937729;9,9194139194;0,083028083;1,5189255189;9,9145299145;0,0976800977
24.07.2023 17:40:35;1,5628815629;9,9194139194;0,083028083;1,2454212454;9,9145299145;0,0976800977
24.07.2023 17:40:36;1,2405372405;9,9194139194;0,083028083;1,0500610501;9,9145299145;0,0976800977
24.07.2023 17:40:37;0,9523809524;9,9194139194;0,083028083;0,7472527473;9,9145299145;0,0976800977
24.07.2023 17:40:37;0,8058608059;9,9194139194;0,083028083;0,5128205128;9,9145299145;0,0976800977
24.07.2023 17:40:38;0,5274725275;9,9194139194;0,083028083;0,4102564103;9,9145299145;0,0976800977
24.07.2023 17:40:39;0,4346764347;9,9194139194;0,083028083;0,2051282051;9,9145299145;0,0976800977
24.07.2023 17:40:39;0,2442002442;9,9194139194;0,083028083;0,2051282051;9,9145299145;0,0976800977
24.07.2023 17:40:40;0,1562881563;9,9194139194;0,083028083;0,1562881563;9,9145299145;0,0976800977
24.07.2023 17:40:41;0,0976800977;9,9194139194;0,083028083;0,1025641026;9,9145299145;0,0781440781
24.07.2023 17:40:41;0,1807081807;9,9194139194;0,0781440781;0,1465201465;9,9145299145;0,0781440781
24.07.2023 17:40:42;0,21001221;9,9194139194;0,0781440781;0,2197802198;9,9145299145;0,0781440781
24.07.2023 17:40:43;0,2832722833;9,9194139194;0,0781440781;0,4542124542;9,9145299145;0,0781440781
24.07.2023 17:40:43;0,3467643468;9,9194139194;0,0781440781;0,4737484737;9,9145299145;0,0781440781
24.07.2023 17:40:44;0,4688644689;9,9194139194;0,0781440781;0,7130647131;9,9145299145;0,0781440781
24.07.2023 17:40:45;0,7765567766;9,9194139194;0,0781440781;0,9426129426;9,9145299145;0,0781440781
24.07.2023 17:40:45;0,9328449328;9,9194139194;0,0781440781;1,1916971917;9,9145299145;0,0781440781
24.07.2023 17:40:46;1,0842490842;9,9194139194;0,0781440781;1,4847374847;9,9145299145;0,0781440781
24.07.2023 17:40:47;1,5873015873;9,9194139194;0,0781440781;1,7728937729;9,9145299145;0,0781440781
24.07.2023 17:40:47;1,8070818071;9,9194139194;0,0781440781;2,0757020757;9,9145299145;0,0781440781
24.07.2023 17:40:48;2,0757020757;9,9194139194;0,0781440781;2,3785103785;9,9145299145;0,0781440781
24.07.2023 17:40:49;2,5347985348;9,9194139194;0,0781440781;2,8913308913;9,9145299145;0,0781440781
24.07.2023 17:40:49;2,8034188034;9,9194139194;0,0781440781;3,2918192918;9,9145299145;0,0781440781
24.07.2023 17:40:50;3,1452991453;9,9194139194;0,0781440781;3,6825396825;9,9145299145;0,0781440781
24.07.2023 17:40:51;3,7655677656;9,9194139194;0,0781440781;4,21001221;9,9145299145;0,0781440781
24.07.2023 17:40:51;4,1562881563;9,9194139194;0,0781440781;4,5616605617;9,9145299145;0,0781440781
24.07.2023 17:40:52;4,4737484737;9,9194139194;0,0781440781;4,967032967;9,9145299145;0,0781440781
24.07.2023 17:40:53;5,1037851038;9,9194139194;0,0781440781;5,5189255189;9,9145299145;0,0781440781
24.07.2023 17:40:53;5,4017094017;9,9194139194;0,0781440781;5,8363858364;9,9145299145;0,0781440781
24.07.2023 17:40:54;5,7289377289;9,9194139194;0,0781440781;6,1831501832;9,9145299145;0,0781440781
24.07.2023 17:40:55;6,3736263736;9,9194139194;0,0781440781;6,6862026862;9,9145299145;0,0781440781
24.07.2023 17:40:55;6,6324786325;9,9194139194;0,0781440781;7,0427350427;9,9145299145;0,0781440781
24.07.2023 17:40:56;7,0573870574;9,9194139194;0,0781440781;7,4334554335;9,9145299145;0,0781440781
24.07.2023 17:40:57;7,536019536;9,9194139194;0,0781440781;7,873015873;9,9145299145;0,0781440781
24.07.2023 17:40:57;7,8534798535;9,9194139194;0,0781440781;8,1221001221;9,9145299145;0,0781440781
24.07.2023 17:40:58;8,1025641026;9,9194139194;0,0781440781;8,5128205128;9,9145299145;0,0781440781
24.07.2023 17:40:59;8,5421245421;9,9194139194;0,0781440781;8,7716727717;9,9145299145;0,0781440781
24.07.2023 17:40:59;8,7423687424;9,9194139194;0,0781440781;9,0647130647;9,9145299145;0,0781440781
24.07.2023 17:41:00;9,0305250305;9,9194139194;0,0781440781;9,1819291819;9,9145299145;0,0781440781
24.07.2023 17:41:01;9,3431013431;9,9194139194;0,0781440781;9,5189255189;9,9145299145;0,0781440781
24.07.2023 17:41:01;9,4652014652;9,9194139194;0,0781440781;9,601953602;9,9145299145;0,0781440781
24.07.2023 17:41:02;9,5384615385;9,9194139194;0,0781440781;9,6800976801;9,9145299145;0,0781440781
24.07.2023 17:41:03;9,7094017094;9,9194139194;0,0781440781;9,7582417582;9,9145299145;0,0781440781
24.07.2023 17:41:03;9,768009768;9,9194139194;0,0781440781;9,811965812;9,9145299145;0,0781440781
24.07.2023 17:41:04;9,7777777778;9,9194139194;0,0781440781;9,8656898657;9,9145299145;0,0781440781
24.07.2023 17:41:05;9,7728937729;9,9194139194;0,0781440781;9,7387057387;9,9145299145;0,0781440781
24.07.2023 17:41:05;9,7484737485;9,9194139194;0,0781440781;9,7924297924;9,9145299145;0,0781440781
24.07.2023 17:41:06;9,7191697192;9,9194139194;0,0781440781;9,6996336996;9,9145299145;0,0781440781
24.07.2023 17:41:07;9,5189255189;9,9194139194;0,0781440781;9,3626373626;9,9145299145;0,0781440781
24.07.2023 17:41:07;9,5238095238;9,9194139194;0,0781440781;9,2258852259;9,9145299145;0,0781440781
24.07.2023 17:41:08;9,2698412698;9,9194139194;0,0781440781;9,0500610501;9,9145299145;0,0781440781
24.07.2023 17:41:09;9,0402930403;9,9194139194;0,0781440781;8,6398046398;9,9145299145;0,0781440781
24.07.2023 17:41:10;8,8595848596;9,9194139194;0,0781440781;8,5274725275;9,9145299145;0,0781440781
24.07.2023 17:41:10;8,4786324786;9,9194139194;0,0781440781;8,1807081807;9,9145299145;0,0781440781
24.07.2023 17:41:11;8,083028083;9,9194139194;0,0781440781;7,78998779;9,9145299145;0,0781440781
24.07.2023 17:41:12;7,8192918193;9,9194139194;0,0781440781;7,5653235653;9,9145299145;0,0781440781
24.07.2023 17:41:12;7,5457875458;9,9194139194;0,0781440781;7,1843711844;9,9145299145;0,0781440781
24.07.2023 17:41:13;7,0036630037;9,9194139194;0,0781440781;6,5641025641;9,9145299145;0,0781440781
24.07.2023 17:41:14;6,7203907204;9,9194139194;0,0781440781;6,2271062271;9,9145299145;0,0781440781
24.07.2023 17:41:14;6,3394383394;9,9194139194;0,0781440781;5,9389499389;9,9145299145;0,0781440781
24.07.2023 17:41:15;5,6654456654;9,9194139194;0,0781440781;5,2844932845;9,9145299145;0,0781440781
24.07.2023 17:41:16;5,3772893773;9,9194139194;0,0781440781;5,0207570208;9,9145299145;0,0781440781
24.07.2023 17:41:16;5,0354090354;9,9194139194;0,0781440781;4,6007326007;9,9145299145;0,0781440781
24.07.2023 17:41:17;4,3467643468;9,9194139194;0,0781440781;4,0097680098;9,9145299145;0,0781440781
24.07.2023 17:41:18;4,1807081807;9,9194139194;0,0781440781;3,6776556777;9,9145299145;0,0781440781
24.07.2023 17:41:18;3,6825396825;9,9194139194;0,0781440781;3,3113553114;9,9145299145;0,0781440781
24.07.2023 17:41:19;3,1892551893;9,9194139194;0,0781440781;2,7692307692;9,9145299145;0,0781440781
24.07.2023 17:41:20;2,8962148962;9,9194139194;0,0781440781;2,4761904762;9,9145299145;0,0781440781
24.07.2023 17:41:20;2,5738705739;9,9194139194;0,0781440781;2,2124542125;9,9145299145;0,0781440781
24.07.2023 17:41:21;1,9633699634;9,9194139194;0,0781440781;1,7387057387;9,9145299145;0,0781440781
24.07.2023 17:41:22;1,851037851;9,9194139194;0,0781440781;1,4261294261;9,9145299145;0,0781440781
24.07.2023 17:41:22;1,5238095238;9,9194139194;0,0781440781;1,1868131868;9,9145299145;0,0781440781
24.07.2023 17:41:23;1,0402930403;9,9194139194;0,0781440781;0,84004884;9,9145299145;0,0781440781
24.07.2023 17:41:24;0,9914529915;9,9194139194;0,0781440781;0,7863247863;9,9145299145;0,0781440781
24.07.2023 17:41:24;0,6642246642;9,9194139194;0,0781440781;0,590964591;9,9145299145;0,0781440781
24.07.2023 17:41:25;0,4786324786;9,9194139194;0,0781440781;0,3076923077;9,9145299145;0,0781440781
24.07.2023 17:41:26;0,380952381;9,9194139194;0,0781440781;0,3076923077;9,9145299145;0,0781440781
24.07.2023 17:41:26;0,2783882784;9,9194139194;0,0781440781;0,1709401709;9,9145299145;0,0781440781
24.07.2023 17:41:27;0,1855921856;9,9194139194;0,0781440781;0,1416361416;9,9145299145;0,0781440781
24.07.2023 17:41:28;0,1953601954;9,9194139194;0,0781440781;0,083028083;9,9145299145;0,0781440781
24.07.2023 17:41:28;0,2197802198;9,9194139194;0,0781440781;0,1953601954;9,9145299145;0,0781440781
24.07.2023 17:41:29;0,2051282051;9,9194139194;0,0781440781;0,3663003663;9,9145299145;0,0781440781
24.07.2023 17:41:30;0,3125763126;9,9194139194;0,0781440781;0,3858363858;9,9145299145;0,0781440781
24.07.2023 17:41:30;0,3467643468;9,9194139194;0,0781440781;0,5860805861;9,9145299145;0,0781440781
24.07.2023 17:41:31;0,5763125763;9,9194139194;0,0781440781;0,7374847375;9,9145299145;0,0781440781
24.07.2023 17:41:32;0,757020757;9,9194139194;0,0781440781;1,0402930403;9,9145299145;0,0781440781
24.07.2023 17:41:32;0,9621489621;9,9194139194;0,0781440781;1,1623931624;9,9145299145;0,0781440781
24.07.2023 17:41:33;1,3235653236;9,9194139194;0,0781440781;1,6214896215;9,9145299145;0,0781440781
24.07.2023 17:41:34;1,5482295482;9,9194139194;0,0781440781;1,811965812;9,9145299145;0,0781440781
24.07.2023 17:41:34;1,7924297924;9,9194139194;0,0781440781;2,1831501832;9,9145299145;0,0781440781
24.07.2023 17:41:35;2,3443223443;9,9194139194;0,0781440781;2,6813186813;9,9145299145;0,0781440781
24.07.2023 17:41:36;2,6080586081;9,9194139194;0,0781440781;2,8571428571;9,9145299145;0,0781440781
24.07.2023 17:41:36;2,862026862;9,9194139194;0,0781440781;3,3455433455;9,9145299145;0,0781440781
24.07.2023 17:41:37;3,4627594628;9,9194139194;0,0781440781;3,9218559219;9,9145299145;0,0781440781
24.07.2023 17:41:38;3,7997557998;9,9194139194;0,0781440781;4,2197802198;9,9145299145;0,0781440781
24.07.2023 17:41:38;4,2051282051;9,9194139194;0,0781440781;4,5860805861;9,9145299145;0,0781440781
24.07.2023 17:41:39;4,7374847375;9,9194139194;0,0781440781;5,177045177;9,9145299145;0,0781440781
24.07.2023 17:41:40;5,0793650794;9,9194139194;0,0781440781;5,5433455433;9,9145299145;0,0781440781
24.07.2023 17:41:40;5,4603174603;9,9194139194;0,0781440781;5,8754578755;9,9145299145;0,0781440781
24.07.2023 17:41:41;6,0757020757;9,9194139194;0,0781440781;6,5103785104;9,9145299145;0,0781440781
24.07.2023 17:41:42;6,358974359;9,9194139194;0,0781440781;6,735042735;9,9145299145;0,0781440781
24.07.2023 17:41:42;6,7692307692;9,9194139194;0,0781440781;7,15995116;9,9145299145;0,0781440781
24.07.2023 17:41:43;7,2185592186;9,9194139194;0,0781440781;7,5946275946;9,9145299145;0,0781440781
24.07.2023 17:41:44;7,4969474969;9,9194139194;0,0781440781;7,9609279609;9,9145299145;0,0781440781
24.07.2023 17:41:44;7,8339438339;9,9194139194;0,0781440781;8,1709401709;9,9145299145;0,0781440781
24.07.2023 17:41:45;8,2881562882;9,9194139194;0,0781440781;8,6398046398;9,9145299145;0,0781440781
24.07.2023 17:41:46;8,5372405372;9,9194139194;0,0781440781;8,7912087912;9,9145299145;0,0781440781
24.07.2023 17:41:46;8,8156288156;9,9194139194;0,0781440781;9,0500610501;9,9145299145;0,0781440781
24.07.2023 17:41:47;9,177045177;9,9194139194;0,0781440781;9,3382173382;9,9145299145;0,0781440781
24.07.2023 17:41:48;9,3772893773;9,9194139194;0,0781440781;9,4603174603;9,9145299145;0,0781440781
24.07.2023 17:41:48;9,4358974359;9,9194139194;0,0781440781;9,5628815629;9,9145299145;0,0781440781
24.07.2023 17:41:49;9,6947496947;9,9194139194;0,0781440781;9,7728937729;9,9145299145;0,0781440781
24.07.2023 17:41:50;9,7533577534;9,9194139194;0,0781440781;9,7484737485;9,9145299145;0,0781440781
24.07.2023 17:41:50;9,8608058608;9,9194139194;0,0781440781;9,8803418803;9,9145299145;0,0781440781
24.07.2023 17:41:51;9,7973137973;9,9194139194;0,0781440781;9,8070818071;9,9145299145;0,0781440781
24.07.2023 17:41:52;9,8803418803;9,9194139194;0,0781440781;9,7338217338;9,9145299145;0,0781440781
24.07.2023 17:41:52;9,8656898657;9,9194139194;0,0781440781;9,7191697192;9,9145299145;0,0781440781
24.07.2023 17:41:53;9,6996336996;9,9194139194;0,0781440781;9,5335775336;9,9145299145;0,0781440781
24.07.2023 17:41:54;9,5726495726;9,9194139194;0,0781440781;9,3675213675;9,9145299145;0,0781440781
24.07.2023 17:41:54;9,4407814408;9,9194139194;0,0781440781;9,3186813187;9,9145299145;0,0781440781
24.07.2023 17:41:55;9,221001221;9,9194139194;0,0781440781;8,9719169719;9,9145299145;0,0781440781
24.07.2023 17:41:56;9,0549450549;9,9194139194;0,0781440781;8,7667887668;9,9145299145;0,0781440781
24.07.2023 17:41:56;8,8156288156;9,9194139194;0,0781440781;8,4835164835;9,9145299145;0,0781440781
24.07.2023 17:41:57;8,4004884005;9,9194139194;0,0781440781;8,0048840049;9,9145299145;0,0781440781
24.07.2023 17:41:58;8,1709401709;9,9194139194;0,0781440781;7,7753357753;9,9145299145;0,0781440781
24.07.2023 17:41:58;7,8534798535;9,9194139194;0,0781440781;7,4236874237;9,9145299145;0,0781440781
24.07.2023 17:41:59;7,3064713065;9,9194139194;0,0781440781;6,8962148962;9,9145299145;0,0781440781
24.07.2023 17:42:00;6,9938949939;9,9194139194;0,0781440781;6,5787545788;9,9145299145;0,0781440781
24.07.2023 17:42:00;6,6764346764;9,9194139194;0,0781440781;6,2075702076;9,9145299145;0,0781440781
24.07.2023 17:42:01;6,1196581197;9,9194139194;0,0781440781;5,5921855922;9,9145299145;0,0781440781
24.07.2023 17:42:02;5,7728937729;9,9194139194;0,0781440781;5,3968253968;9,9145299145;0,0781440781
24.07.2023 17:42:02;5,3968253968;9,9194139194;0,0781440781;4,9816849817;9,9145299145;0,0781440781
24.07.2023 17:42:03;4,757020757;9,9194139194;0,0781440781;4,3663003663;9,9145299145;0,0781440781
24.07.2023 17:42:04;4,4395604396;9,9194139194;0,0781440781;4,0341880342;9,9145299145;0,0781440781
24.07.2023 17:42:04;4,0195360195;9,9194139194;0,0781440781;3,6532356532;9,9145299145;0,0781440781
24.07.2023 17:42:05;3,3992673993;9,9194139194;0,0781440781;3,032967033;9,9145299145;0,0781440781
24.07.2023 17:42:06;3,1550671551;9,9194139194;0,0781440781;2,8180708181;9,9145299145;0,0781440781
24.07.2023 17:42:06;2,8424908425;9,9194139194;0,0781440781;2,5054945055;9,9145299145;0,0781440781
24.07.2023 17:42:07;2,3296703297;9,9194139194;0,0781440781;1,8998778999;9,9145299145;0,0781440781
24.07.2023 17:42:08;1,9926739927;9,9194139194;0,0781440781;1,7533577534;9,9145299145;0,0781440781
24.07.2023 17:42:08;1,7094017094;9,9194139194;0,0781440781;1,3870573871;9,9145299145;0,0781440781
24.07.2023 17:42:09;1,3577533578;9,9194139194;0,0781440781;1,1233211233;9,9145299145;0,0781440781
24.07.2023 17:42:10;1,0842490842;9,9194139194;0,0781440781;0,9035409035;9,9145299145;0,0781440781
24.07.2023 17:42:10;0,8986568987;9,9194139194;0,0781440781;0,7228327228;9,9145299145;0,0781440781
24.07.2023 17:42:11;0,5714285714;9,9194139194;0,0781440781;0,463980464;9,9145299145;0,0781440781
24.07.2023 17:42:12;0,4542124542;9,9194139194;0,0781440781;0,3076923077;9,9145299145;0,0781440781
24.07.2023 17:42:12;0,3516483516;9,9194139194;0,0781440781;0,2490842491;9,9145299145;0,0781440781
24.07.2023 17:42:13;0,2686202686;9,9194139194;0,0781440781;0,1660561661;9,9145299145;0,0781440781
24.07.2023 17:42:14;0,1465201465;9,9194139194;0,0781440781;0,1807081807;9,9145299145;0,0781440781
24.07.2023 17:42:14;0,0927960928;9,9194139194;0,0781440781;0,1367521368;9,9145299145;0,0781440781
24.07.2023 17:42:15;0,2295482295;9,9194139194;0,0781440781;0,1758241758;9,9145299145;0,0781440781
24.07.2023 17:42:16;0,2393162393;9,9194139194;0,0781440781;0,2686202686;9,9145299145;0,0781440781
24.07.2023 17:42:16;0,2344322344;9,9194139194;0,0781440781;0,4102564103;9,9145299145;0,0781440781
24.07.2023 17:42:17;0,4053724054;9,9194139194;0,0781440781;0,6788766789;9,9145299145;0,0781440781
24.07.2023 17:42:18;0,6642246642;9,9194139194;0,0781440781;0,8498168498;9,9145299145;0,0781440781
24.07.2023 17:42:18;0,7179487179;9,9194139194;0,0781440781;0,9426129426;9,9145299145;0,0781440781
24.07.2023 17:42:19;1,1135531136;9,9194139194;0,0781440781;1,3137973138;9,9145299145;0,0781440781
24.07.2023 17:42:20;1,2747252747;9,9194139194;0,0781440781;1,6312576313;9,9145299145;0,0781440781
24.07.2023 17:42:21;1,5531135531;9,9194139194;0,0781440781;1,8168498168;9,9145299145;0,0781440781
24.07.2023 17:42:21;1,9926739927;9,9194139194;0,0781440781;2,4078144078;9,9145299145;0,0781440781
24.07.2023 17:42:22;2,2271062271;9,9194139194;0,0781440781;2,6324786325;9,9145299145;0,0781440781
24.07.2023 17:42:23;2,6568986569;9,9194139194;0,0781440781;2,9597069597;9,9145299145;0,0781440781
24.07.2023 17:42:23;3,2283272283;9,9194139194;0,0781440781;3,4920634921;9,9145299145;0,0781440781
24.07.2023 17:42:24;3,4236874237;9,9194139194;0,0781440781;3,9120879121;9,9145299145;0,0781440781
24.07.2023 17:42:25;3,8534798535;9,9194139194;0,0781440781;4,2490842491;9,9145299145;0,0781440781
24.07.2023 17:42:25;4,4835164835;9,9194139194;0,0781440781;4,7667887668;9,9145299145;0,0781440781
24.07.2023 17:42:26;4,7960927961;9,9194139194;0,0781440781;5,177045177;9,9145299145;0,0781440781
24.07.2023 17:42:27;5,0647130647;9,9194139194;0,0781440781;5,5384615385;9,9145299145;0,0781440781
24.07.2023 17:42:27;5,7826617827;9,9194139194;0,0781440781;6,0805860806;9,9145299145;0,0781440781
24.07.2023 17:42:28;5,978021978;9,9194139194;0,0781440781;6,4273504274;9,9145299145;0,0781440781
24.07.2023 17:42:29;6,4322344322;9,9194139194;0,0781440781;6,8717948718;9,9145299145;0,0781440781
24.07.2023 17:42:30;6,9548229548;9,9194139194;0,0781440781;7,4285714286;9,9145299145;0,0781440781
24.07.2023 17:42:30;7,2380952381;9,9194139194;0,0781440781;7,6678876679;9,9145299145;0,0781440781
24.07.2023 17:42:31;7,6141636142;9,9194139194;0,0781440781;7,9023199023;9,9145299145;0,0781440781
24.07.2023 17:42:32;8,0683760684;9,9194139194;0,0781440781;8,4249084249;9,9145299145;0,0781440781
24.07.2023 17:42:32;8,3467643468;9,9194139194;0,0781440781;8,6544566545;9,9145299145;0,0781440781
24.07.2023 17:42:33;8,5860805861;9,9194139194;0,0781440781;8,7960927961;9,9145299145;0,0781440781
24.07.2023 17:42:34;8,9328449328;9,9194139194;0,0781440781;9,1672771673;9,9145299145;0,0781440781
24.07.2023 17:42:34;9,177045177;9,9194139194;0,0781440781;9,3626373626;9,9145299145;0,0781440781
24.07.2023 17:42:35;9,2600732601;9,9194139194;0,0781440781;9,4505494505;9,9145299145;0,0781440781
24.07.2023 17:42:36;9,641025641;9,9194139194;0,0781440781;9,7045177045;9,9145299145;0,0781440781
24.07.2023 17:42:36;9,6703296703;9,9194139194;0,0781440781;9,811965812;9,9145299145;0,0781440781
24.07.2023 17:42:37;9,8217338217;9,9194139194;0,0781440781;9,7973137973;9,9145299145;0,0781440781
24.07.2023 17:42:38;9,8217338217;9,9194139194;0,0781440781;9,8412698413;9,9145299145;0,0781440781
24.07.2023 17:42:38;9,8998778999;9,9194139194;0,0781440781;9,8070818071;9,9145299145;0,0781440781
24.07.2023 17:42:39;9,851037851;9,9194139194;0,0781440781;9,851037851;9,9145299145;0,0781440781
24.07.2023 17:42:40;9,6800976801;9,9194139194;0,0781440781;9,6312576313;9,9145299145;0,0781440781
24.07.2023 17:42:40;9,6312576313;9,9194139194;0,0781440781;9,601953602;9,9145299145;0,0781440781
24.07.2023 17:42:41;9,5775335775;9,9194139194;0,0781440781;9,4456654457;9,9145299145;0,0781440781
24.07.2023 17:42:42;9,2503052503;9,9194139194;0,0781440781;9,1526251526;9,9145299145;0,0781440781
24.07.2023 17:42:42;9,1037851038;9,9194139194;0,0781440781;8,8888888889;9,9145299145;0,0781440781
24.07.2023 17:42:43;8,9816849817;9,9194139194;0,0781440781;8,757020757;9,9145299145;0,0781440781
24.07.2023 17:42:44;8,5860805861;9,9194139194;0,0781440781;8,2051282051;9,9145299145;0,0781440781
24.07.2023 17:42:44;8,3418803419;9,9194139194;0,0781440781;7,9706959707;9,9145299145;0,0781440781
24.07.2023 17:42:45;8,0634920635;9,9194139194;0,0781440781;7,7020757021;9,9145299145;0,0781440781
24.07.2023 17:42:46;7,5702075702;9,9194139194;0,0781440781;7,2039072039;9,9145299145;0,0781440781
24.07.2023 17:42:46;7,2283272283;9,9194139194;0,0781440781;6,9450549451;9,9145299145;0,0781440781
24.07.2023 17:42:47;6,8913308913;9,9194139194;0,0781440781;6,5103785104;9,9145299145;0,0781440781
24.07.2023 17:42:48;6,3052503053;9,9194139194;0,0781440781;5,9096459096;9,9145299145;0,0781440781
24.07.2023 17:42:48;6,0561660562;9,9194139194;0,0781440781;5,6117216117;9,9145299145;0,0781440781
24.07.2023 17:42:49;5,7289377289;9,9194139194;0,0781440781;5,2161172161;9,9145299145;0,0781440781
24.07.2023 17:42:50;5,0305250305;9,9194139194;0,0781440781;4,6398046398;9,9145299145;0,0781440781
24.07.2023 17:42:50;4,8107448107;9,9194139194;0,0781440781;4,3321123321;9,9145299145;0,0781440781
24.07.2023 17:42:51;4,3516483516;9,9194139194;0,0781440781;4,0341880342;9,9145299145;0,0781440781
24.07.2023 17:42:52;3,8437118437;9,9194139194;0,0781440781;3,3553113553;9,9145299145;0,0781440781
24.07.2023 17:42:52;3,5213675214;9,9194139194;0,0781440781;3,1013431013;9,9145299145;0,0781440781
24.07.2023 17:42:53;3,1404151404;9,9194139194;0,0781440781;2,7545787546;9,9145299145;0,0781440781
24.07.2023 17:42:54;2,6275946276;9,9194139194;0,0781440781;2,2124542125;9,9145299145;0,0781440781
24.07.2023 17:42:54;2,3443223443;9,9194139194;0,0781440781;1,8998778999;9,9145299145;0,0781440781
24.07.2023 17:42:55;2,0170940171;9,9194139194;0,0781440781;1,6996336996;9,9145299145;0,0781440781
24.07.2023 17:42:56;1,5824175824;9,9194139194;0,0781440781;1,2014652015;9,9145299145;0,0781440781
24.07.2023 17:42:56;1,3870573871;9,9194139194;0,0781440781;0,9963369963;9,9145299145;0,0781440781
24.07.2023 17:42:57;1,1623931624;9,9194139194;0,0781440781;0,8644688645;9,9145299145;0,0781440781
24.07.2023 17:42:58;0,8058608059;9,9194139194;0,0781440781;0,547008547;9,9145299145;0,0781440781
24.07.2023 17:42:58;0,5323565324;9,9194139194;0,0781440781;0,3907203907;9,9145299145;0,0781440781
24.07.2023 17:42:59;0,4053724054;9,9194139194;0,0781440781;0,3956043956;9,9145299145;0,0781440781
24.07.2023 17:43:00;0,2735042735;9,9194139194;0,0781440781;0,1953601954;9,9145299145;0,0781440781
24.07.2023 17:43:00;0,2588522589;9,9194139194;0,0781440781;0,1660561661;9,9145299145;0,0781440781
