06.07.2023 11:32:41: Voltage:0,01;Ampere:0,01;Temperature: 0
06.07.2023 11:32:42: Voltage:0,01;Ampere:0,01;Temperature:0,01
06.07.2023 11:32:42: Voltage: 0;Ampere:0,02;Temperature: 0
06.07.2023 11:32:42: Voltage: 0;Ampere:0,01;Temperature: 0
06.07.2023 11:32:43: Voltage: 0;Ampere: 0;Temperature:0,02
06.07.2023 11:32:43: Voltage:0,01;Ampere: 0;Temperature: 0
06.07.2023 11:32:43: Voltage: 0;Ampere: 0;Temperature:0,01
06.07.2023 11:32:43: Voltage: 0;Ampere: 0;Temperature: 0
06.07.2023 11:32:44: Voltage:0,02;Ampere: 0;Temperature: 0
06.07.2023 11:32:44: Voltage: 0;Ampere: 0;Temperature: 0
06.07.2023 11:32:44: Voltage: 0;Ampere:0,01;Temperature: 0
06.07.2023 11:32:45: Voltage:0,01;Ampere: 0;Temperature: 0
06.07.2023 11:32:45: Voltage:0,01;Ampere:0,01;Temperature: 0
06.07.2023 11:32:45: Voltage:0,01;Ampere: 0;Temperature: 0
06.07.2023 11:32:45: Voltage:0,01;Ampere:0,01;Temperature:0,02
06.07.2023 11:32:46: Voltage:0,01;Ampere: 0;Temperature: 0
06.07.2023 11:32:46: Voltage:0,01;Ampere:0,02;Temperature: 0
06.07.2023 11:32:46: Voltage:0,01;Ampere:0,01;Temperature: 0
06.07.2023 14:29:43: Voltage: 0;Ampere: 0;Temperature: 0
06.07.2023 14:29:43: Voltage: 0;Ampere: 0;Temperature:0,01
06.07.2023 14:29:43: Voltage: 0;Ampere:0,01;Temperature:0,01
06.07.2023 14:29:44: Voltage:0,01;Ampere: 0;Temperature:0,01
06.07.2023 14:29:44: Voltage:0,01;Ampere:0,01;Temperature:0,01
06.07.2023 14:29:44: Voltage:0,01;Ampere:0,01;Temperature:0,01
06.07.2023 14:29:44: Voltage: 0;Ampere: 0;Temperature: 0
06.07.2023 14:29:45: Voltage: 0;Ampere:0,01;Temperature:0,01
06.07.2023 14:29:45: Voltage:0,01;Ampere:0,01;Temperature:0,01
06.07.2023 14:29:45: Voltage: 0;Ampere: 0;Temperature:0,01
06.07.2023 14:29:46: Voltage:0,01;Ampere: 0;Temperature: 0
06.07.2023 14:29:46: Voltage:0,01;Ampere: 0;Temperature:0,01
06.07.2023 14:29:46: Voltage: 0;Ampere: 0;Temperature:0,01
06.07.2023 14:29:46: Voltage: 0;Ampere: 0;Temperature: 0
06.07.2023 14:29:47: Voltage:0,01;Ampere:0,01;Temperature: 0
06.07.2023 14:29:47: Voltage:0,01;Ampere:0,02;Temperature: 0
06.07.2023 14:29:47: Voltage:0,01;Ampere:0,01;Temperature:0,01
06.07.2023 14:29:48: Voltage: 0;Ampere: 0;Temperature:0,01
