#Date_Time;LadeTemperatur;MaxLadeTemperatur;MinLadeTemperatur
24.07.2023 18:01:26;7,5506715507;9,9047619048;4,9230769231
24.07.2023 18:01:29;4,7130647131;9,9047619048;4,7032967033
24.07.2023 18:01:31;2,8522588523;9,9047619048;2,8034188034
24.07.2023 18:01:33;1,2844932845;9,9047619048;1,2844932845
24.07.2023 18:01:35;0,4151404151;9,9047619048;0,3516483516
24.07.2023 18:01:37;0,2295482295;9,9047619048;0,083028083
24.07.2023 18:01:38;0,4542124542;9,9047619048;0,083028083
