17.07.2023 08:35:47: 
17.07.2023 08:47:32: Voltage:9,09;MaxVoltage:9,89;MinVoltage:0,08;Ampere:24,44;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,49;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:34: Voltage:9,73;MaxVoltage:9,89;MinVoltage:0,08;Ampere:25,74;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,86;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:36: Voltage:9,76;MaxVoltage:9,9;MinVoltage:0,08;Ampere:25,19;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,47;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:38: Voltage:8,84;MaxVoltage:9,9;MinVoltage:0,08;Ampere:22,69;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,35;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:40: Voltage:7,41;MaxVoltage:9,9;MinVoltage:0,08;Ampere:18,7;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,63;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:42: Voltage:5,61;MaxVoltage:9,9;MinVoltage:0,08;Ampere:13,73;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,77;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:44: Voltage:3,69;MaxVoltage:9,9;MinVoltage:0,08;Ampere:8,59;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,84;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:46: Voltage:1,91;MaxVoltage:9,9;MinVoltage:0,08;Ampere:4,2;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,39;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:48: Voltage:0,65;MaxVoltage:9,9;MinVoltage:0,08;Ampere:1,2;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,34;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:50: Voltage:0,17;MaxVoltage:9,9;MinVoltage:0,08;Ampere:0,4;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,19;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:52: Voltage:0,42;MaxVoltage:9,9;MinVoltage:0,08;Ampere:1,61;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,7;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:54: Voltage:1,4;MaxVoltage:9,9;MinVoltage:0,08;Ampere:4,58;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,04;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:56: Voltage:3,03;MaxVoltage:9,9;MinVoltage:0,08;Ampere:8,91;MaxAmpere:26,17;MinAmpere:0,21;Temperature:3,69;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:47:58: Voltage:4,85;MaxVoltage:9,9;MinVoltage:0,08;Ampere:14,06;MaxAmpere:26,17;MinAmpere:0,21;Temperature:5,68;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:00: Voltage:6,72;MaxVoltage:9,9;MinVoltage:0,08;Ampere:18,98;MaxAmpere:26,17;MinAmpere:0,21;Temperature:7,5;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:02: Voltage:8,47;MaxVoltage:9,9;MinVoltage:0,08;Ampere:23,11;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,02;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:04: Voltage:9,46;MaxVoltage:9,9;MinVoltage:0,08;Ampere:25,28;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,74;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:06: Voltage:9,87;MaxVoltage:9,9;MinVoltage:0,08;Ampere:25,99;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,69;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:08: Voltage:9,39;MaxVoltage:9,9;MinVoltage:0,08;Ampere:24,26;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,02;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:10: Voltage:8,25;MaxVoltage:9,9;MinVoltage:0,08;Ampere:21,06;MaxAmpere:26,17;MinAmpere:0,21;Temperature:7,68;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:12: Voltage:6,65;MaxVoltage:9,9;MinVoltage:0,08;Ampere:16,26;MaxAmpere:26,17;MinAmpere:0,21;Temperature:5,85;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:14: Voltage:4,69;MaxVoltage:9,9;MinVoltage:0,08;Ampere:11,07;MaxAmpere:26,17;MinAmpere:0,21;Temperature:3,84;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:16: Voltage:2,87;MaxVoltage:9,9;MinVoltage:0,08;Ampere:6,45;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,06;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:18: Voltage:1,25;MaxVoltage:9,9;MinVoltage:0,08;Ampere:2,93;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,85;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:20: Voltage:0,42;MaxVoltage:9,9;MinVoltage:0,08;Ampere:0,68;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,13;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:22: Voltage:0,1;MaxVoltage:9,9;MinVoltage:0,08;Ampere:0,8;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,35;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:24: Voltage:0,8;MaxVoltage:9,9;MinVoltage:0,08;Ampere:2,67;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,3;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:26: Voltage:2,05;MaxVoltage:9,9;MinVoltage:0,08;Ampere:6,32;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,77;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:28: Voltage:3,89;MaxVoltage:9,9;MinVoltage:0,08;Ampere:11,09;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,71;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:30: Voltage:5,73;MaxVoltage:9,9;MinVoltage:0,08;Ampere:16,16;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,58;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:32: Voltage:7,66;MaxVoltage:9,9;MinVoltage:0,08;Ampere:20,82;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,32;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 08:48:34: Vo17.07.2023 09:06:33: Voltage:4,92;MaxVoltage:4,92;MinVoltage:4,92;Ampere:14,32;MaxAmpere:14,32;MinAmpere:14,32;Temperature:5,79;MaxTemperature:5,79;MinTemperature:5,79
17.07.2023 09:06:35: Voltage:6,86;MaxVoltage:6,86;MinVoltage:4,92;Ampere:19,22;MaxAmpere:19,22;MinAmpere:14,32;Temperature:7,6;MaxTemperature:7,67;MinTemperature:5,79
17.07.2023 09:06:37: Voltage:8,56;MaxVoltage:8,56;MinVoltage:4,92;Ampere:23,16;MaxAmpere:23,31;MinAmpere:14,32;Temperature:8,99;MaxTemperature:9,04;MinTemperature:5,79
17.07.2023 09:06:39: Voltage:9,5;MaxVoltage:9,54;MinVoltage:4,92;Ampere:25,69;MaxAmpere:25,69;MinAmpere:14,32;Temperature:9,82;MaxTemperature:9,82;MinTemperature:5,79
17.07.2023 09:06:41: Voltage:9,86;MaxVoltage:9,89;MinVoltage:4,92;Ampere:25,81;MaxAmpere:26,17;MinAmpere:14,32;Temperature:9,72;MaxTemperature:9,92;MinTemperature:5,79
17.07.2023 09:06:43: Voltage:9,39;MaxVoltage:9,89;MinVoltage:4,92;Ampere:24,36;MaxAmpere:26,17;MinAmpere:14,32;Temperature:8,96;MaxTemperature:9,92;MinTemperature:5,79
17.07.2023 09:06:45: Voltage:8,16;MaxVoltage:9,89;MinVoltage:4,92;Ampere:20,48;MaxAmpere:26,17;MinAmpere:14,32;Temperature:7,53;MaxTemperature:9,92;MinTemperature:5,79
17.07.2023 09:06:47: Voltage:6,52;MaxVoltage:9,89;MinVoltage:4,92;Ampere:15,96;MaxAmpere:26,17;MinAmpere:14,32;Temperature:5,6;MaxTemperature:9,92;MinTemperature:5,6
17.07.2023 09:06:49: Voltage:4,53;MaxVoltage:9,89;MinVoltage:4,5;Ampere:11,02;MaxAmpere:26,17;MinAmpere:10,93;Temperature:3,66;MaxTemperature:9,92;MinTemperature:3,66
17.07.2023 09:06:51: Voltage:2,62;MaxVoltage:9,89;MinVoltage:2,62;Ampere:6,16;MaxAmpere:26,17;MinAmpere:6,12;Temperature:1,95;MaxTemperature:9,92;MinTemperature:1,95
17.07.2023 09:06:53: Voltage:1,15;MaxVoltage:9,89;MinVoltage:1,15;Ampere:2,6;MaxAmpere:26,17;MinAmpere:2,38;Temperature:0,66;MaxTemperature:9,92;MinTemperature:0,66
17.07.2023 09:06:55: Voltage:0,3;MaxVoltage:9,89;MinVoltage:0,3;Ampere:0,49;MaxAmpere:26,17;MinAmpere:0,49;Temperature:0,2;MaxTemperature:9,92;MinTemperature:0,11
17.07.2023 09:06:57: Voltage:0,18;MaxVoltage:9,89;MinVoltage:0,08;Ampere:0,85;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,36;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:06:59: Voltage:0,8;MaxVoltage:9,89;MinVoltage:0,08;Ampere:2,75;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,37;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:01: Voltage:2,1;MaxVoltage:9,89;MinVoltage:0,08;Ampere:6,66;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,88;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:03: Voltage:3,98;MaxVoltage:9,89;MinVoltage:0,08;Ampere:11,58;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,83;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:05: Voltage:5,89;MaxVoltage:9,89;MinVoltage:0,08;Ampere:16,87;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,66;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:07: Voltage:7,72;MaxVoltage:9,89;MinVoltage:0,08;Ampere:21,39;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,39;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:09: Voltage:9,07;MaxVoltage:9,89;MinVoltage:0,08;Ampere:24,34;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,4;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:11: Voltage:9,84;MaxVoltage:9,89;MinVoltage:0,08;Ampere:26;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,89;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:13: Voltage:9,76;MaxVoltage:9,9;MinVoltage:0,08;Ampere:25,19;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,47;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:15: Voltage:8,88;MaxVoltage:9,9;MinVoltage:0,08;Ampere:22,64;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,37;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:17: Voltage:7,41;MaxVoltage:9,9;MinVoltage:0,08;Ampere:18,7;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,63;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:19: Voltage:5,61;MaxVoltage:9,9;MinVoltage:0,08;Ampere:13,73;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,77;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:07:21: Voltage:3,69;MaxVoltage:9,9;MinVoltage:0,08;Ampere:8,59;MaxA17.07.2023 09:09:59: Voltage:4,92;MaxVoltage:4,92;MinVoltage:4,92;Ampere:14,32;MaxAmpere:14,32;MinAmpere:14,32;Temperature:5,79;MaxTemperature:5,79;MinTemperature:5,79
17.07.2023 09:10:01: Voltage:6,86;MaxVoltage:6,86;MinVoltage:4,92;Ampere:19,22;MaxAmpere:19,22;MinAmpere:14,32;Temperature:7,6;MaxTemperature:7,67;MinTemperature:5,79
17.07.2023 09:10:03: Voltage:8,55;MaxVoltage:8,55;MinVoltage:4,92;Ampere:23,31;MaxAmpere:23,31;MinAmpere:14,32;Temperature:9,03;MaxTemperature:9,04;MinTemperature:5,79
17.07.2023 09:10:05: Voltage:9,5;MaxVoltage:9,54;MinVoltage:4,92;Ampere:25,69;MaxAmpere:25,69;MinAmpere:14,32;Temperature:9,82;MaxTemperature:9,82;MinTemperature:5,79
17.07.2023 09:10:07: Voltage:9,88;MaxVoltage:9,89;MinVoltage:4,92;Ampere:25,96;MaxAmpere:26,17;MinAmpere:14,32;Temperature:9,67;MaxTemperature:9,92;MinTemperature:5,79
17.07.2023 09:10:09: Voltage:9,39;MaxVoltage:9,89;MinVoltage:4,92;Ampere:24,36;MaxAmpere:26,17;MinAmpere:14,32;Temperature:8,96;MaxTemperature:9,92;MinTemperature:5,79
17.07.2023 09:10:11: Voltage:8,16;MaxVoltage:9,89;MinVoltage:4,92;Ampere:20,66;MaxAmpere:26,17;MinAmpere:14,32;Temperature:7,42;MaxTemperature:9,92;MinTemperature:5,79
17.07.2023 09:10:13: Voltage:6,49;MaxVoltage:9,89;MinVoltage:4,92;Ampere:16,06;MaxAmpere:26,17;MinAmpere:14,32;Temperature:5,61;MaxTemperature:9,92;MinTemperature:5,61
17.07.2023 09:10:15: Voltage:4,53;MaxVoltage:9,89;MinVoltage:4,5;Ampere:11,02;MaxAmpere:26,17;MinAmpere:10,93;Temperature:3,66;MaxTemperature:9,92;MinTemperature:3,66
17.07.2023 09:10:17: Voltage:2,62;MaxVoltage:9,89;MinVoltage:2,62;Ampere:6,16;MaxAmpere:26,17;MinAmpere:6,12;Temperature:1,95;MaxTemperature:9,92;MinTemperature:1,95
17.07.2023 09:10:19: Voltage:1,15;MaxVoltage:9,89;MinVoltage:1,15;Ampere:2,6;MaxAmpere:26,17;MinAmpere:2,38;Temperature:0,66;MaxTemperature:9,92;MinTemperature:0,66
17.07.2023 09:10:21: Voltage:0,3;MaxVoltage:9,89;MinVoltage:0,3;Ampere:0,49;MaxAmpere:26,17;MinAmpere:0,49;Temperature:0,2;MaxTemperature:9,92;MinTemperature:0,11
17.07.2023 09:10:23: Voltage:0,18;MaxVoltage:9,89;MinVoltage:0,08;Ampere:0,85;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,36;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:25: Voltage:0,85;MaxVoltage:9,89;MinVoltage:0,08;Ampere:2,84;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,3;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:27: Voltage:2,1;MaxVoltage:9,89;MinVoltage:0,08;Ampere:6,66;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,88;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:29: Voltage:3,98;MaxVoltage:9,89;MinVoltage:0,08;Ampere:11,58;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,83;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:31: Voltage:5,84;MaxVoltage:9,89;MinVoltage:0,08;Ampere:16,49;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,74;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:33: Voltage:7,64;MaxVoltage:9,89;MinVoltage:0,08;Ampere:21,14;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,28;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:35: Voltage:9,09;MaxVoltage:9,89;MinVoltage:0,08;Ampere:24,57;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,43;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:37: Voltage:9,73;MaxVoltage:9,89;MinVoltage:0,08;Ampere:25,74;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,86;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:39: Voltage:9,74;MaxVoltage:9,9;MinVoltage:0,08;Ampere:25,27;MaxAmpere:26,17;MinAmpere:0,21;Temperature:9,48;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:41: Voltage:8,84;MaxVoltage:9,9;MinVoltage:0,08;Ampere:22,69;MaxAmpere:26,17;MinAmpere:0,21;Temperature:8,35;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:43: Voltage:7,39;MaxVoltage:9,9;MinVoltage:0,08;Ampere:18,77;MaxAmpere:26,17;MinAmpere:0,21;Temperature:6,72;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:45: Voltage:5,61;MaxVoltage:9,9;MinVoltage:0,08;Ampere:13,73;MaxAmpere:26,17;MinAmpere:0,21;Temperature:4,77;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:47: Voltage:3,73;MaxVoltage:9,9;MinVoltage:0,08;Ampere:8,8;MaxAmpere:26,17;MinAmpere:0,21;Temperature:2,89;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:49: Voltage:1,91;MaxVoltage:9,9;MinVoltage:0,08;Ampere:4,2;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,39;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:51: Voltage:0,65;MaxVoltage:9,9;MinVoltage:0,08;Ampere:1,2;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,34;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:53: Voltage:0,17;MaxVoltage:9,9;MinVoltage:0,08;Ampere:0,4;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,19;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:55: Voltage:0,44;MaxVoltage:9,9;MinVoltage:0,08;Ampere:1,52;MaxAmpere:26,17;MinAmpere:0,21;Temperature:0,69;MaxTemperature:9,92;MinTemperature:0,08
17.07.2023 09:10:57: Voltage:1,35;MaxVoltage:9,9;MinVoltage:0,08;Ampere:4,37;MaxAmpere:26,17;MinAmpere:0,21;Temperature:1,95;MaxTemperature:9,92;MinTemperature:0,08
